OBJECTID,GLOBAL_ID,DISTANCE,DOGLGPT_ID,DOGLGPTID2,DOGLGPTID3,DOGLGPTID4,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC
2401,B4ABBCB0-638E-45D6-A776-E2B3B86C6D0D,68.81,,,,,0,0,1,0,0,0
2402,0C4895F4-B171-44FD-8ECE-241E6A324012,79.61,468992A1-7BC8-4081-9F6B-EC430766C0E1,,,,0,0,1,0,0,0
2403,4C39705B-97A1-46AF-A1CA-328AF9C183E0,64.84,,,,,0,0,1,0,1,0
2404,E619013A-B326-40ED-B231-3E77634B4C9E,59.31,,,,,1,0,0,0,0,0
2405,F7FB82FF-C75A-4B28-9A6F-1F93D6F034FD,103.4,,,,,1,0,0,0,0,0
2406,D90E8D52-1C6A-4797-924F-4CFC3FA46436,58.96,,,,,1,0,0,0,0,0
2407,FFB9F1CF-29B4-490F-B0B4-E48580B4A483,54.47,ADAE8FFE-E1F1-4691-AA15-21F36E4660FC,,,,0,0,1,0,1,0
2408,B8F45E74-F534-485D-A9BE-63AF4BB300A0,51.78,,,,,0,0,1,0,0,0
2409,340158F4-0ECA-4E16-800C-874FE8210CB2,49.03,,,,,0,0,1,0,0,0
2410,21A103B6-BFFA-4BDE-B9B1-95A385568058,389.09,,,,,1,0,0,0,0,0
2411,5F097E48-950E-49F3-ACB4-B7AC9783B5E5,339.89,,,,,1,0,0,0,0,0
2412,B991066F-7CB7-4D6C-8EDB-82E1AC99F981,219.3,,,,,1,0,0,0,0,0
2413,966EF735-C2F4-486B-A281-D1862222B285,200.03,,,,,1,0,0,0,0,0
2414,7D56471C-51C9-48CA-BCAC-064290E8B43E,30.11,,,,,1,0,0,0,0,0
2415,6564380C-952B-43AC-9D1C-3927C8A12721,22.92,,,,,0,0,1,0,0,0
2416,E47F62C0-F391-4EDC-AFA9-E3D9C26337F2,15.84,,,,,0,0,1,0,0,0
2417,548A6430-45F4-4992-9643-F7BD8428A78F,106.02,,,,,1,0,0,0,0,0
2418,2110596D-4570-4B96-A897-4A7A66C07189,111.62,,,,,1,0,0,0,0,0
2419,1B50810C-009A-4A98-A97F-6C69AB05CAB8,155.11,,,,,1,0,0,0,0,0
2420,09D75A26-FBE3-4C2A-B1B0-BC8B768C5961,31.88,,,,,0,0,1,0,0,0
2421,3CAC50D6-7384-4CE0-99BC-05D04185F260,26.44,34773088-B752-400F-99BE-A40F8BA71D11,,,,0,0,1,0,0,0
2422,3D28447C-A5A4-4BA6-A499-1783152C2E03,59.45,1FBE0D2C-E612-49C9-A68D-C99928C9A934,,,,0,0,1,0,0,0
2423,E112B73E-32FC-48CD-87DD-9AA69E20C42E,21.36,,,,,0,0,1,0,0,0
2424,AE0841B9-CCF6-4D0E-8913-5A770128284C,68.08,194C8D70-6132-46B7-B2BA-0E076618A582,,,,0,0,1,0,0,0
2425,6DF0FA6D-2985-4883-B79D-A60E5746F8D7,52.56,D96B8E4D-5F04-4E08-B19D-9347456FD48D,,,,0,0,1,0,0,0
2426,233B0990-1B68-43B1-95C8-4E0FBBE125B3,149.22,,,,,0,0,1,0,0,0
2427,59E61A33-89F9-4981-B9E0-F4D82F9A52C4,94.74,,,,,0,0,1,0,0,0
2428,DA6F72D4-8BF6-4CB0-A94B-DD305E30B186,89.97,,,,,0,0,1,0,0,0
2429,95EF082A-6195-4A8A-B965-2F82059D95E0,89.97,,,,,0,0,1,0,0,0
2430,566187ED-BEA3-4C26-96DE-0051F6B78F63,96.2,3CE29B22-417F-4B1D-B4AA-CEE0622435D3,,,,0,0,1,0,0,0
2431,7C1ABC78-AD8F-4F8A-A8F1-C69FBEEA886D,71.17,,,,,0,0,1,0,0,0
2432,459BD9C0-3637-4CF4-BC53-378534DFA848,40.67,,,,,0,0,1,0,0,0
2433,76350912-41B7-4D68-9E5D-E3C3C0930117,113.35,75421E74-8028-483D-BDA7-BA638668EB1D,,,,0,0,1,0,0,0
2434,2E1AC74E-7F2A-46E5-B5EF-1F3E7D449E47,84.53,1FF8D0B7-45CB-4F5A-BF06-DB34264665E6,,,,0,0,1,0,0,0
2435,42DBCCE3-D488-419F-AE14-538F2C18DAF7,207.64,,,,,1,0,0,0,0,0
2436,0D31C8CA-7013-40A9-AB0C-BD1415535A8B,114.05,,,,,1,0,0,0,0,0
2437,BF8275AC-B8EE-40AA-BC1E-077E51BE3BC2,120.27,9A4B9E14-3D18-4A8E-B225-E7AC7A3C5021,,,,1,0,0,0,0,0
2438,485F7265-AE80-4727-8274-40BBD4F8D8F2,108.54,,,,,1,0,0,0,0,0
2439,65E0D36C-54F2-4717-A214-27982B75116A,17.05,,,,,0,0,1,0,0,0
2440,6B5D0D4F-7349-44FE-BD07-8B5D6C844782,173.37,,,,,0,0,1,0,0,0
2441,0D98EB9C-2D2E-47E7-966E-5C48B6B1D064,103.51,,,,,0,0,1,0,0,0
2442,867006D1-B0AA-4C69-BC9E-BBD5E494A08D,44.04,,,,,1,0,0,0,0,0
2443,95E96D5D-1309-4541-A6A7-499BD3C63723,33.89,92C7B2F3-0551-45C1-92EA-6A4ADBE6C447,,,,0,0,1,0,0,0
2444,DB3623E7-C864-49F1-B5B8-1187F00C847C,93.36,25310486-D6ED-415F-903F-DCEB671E0904,,,,0,0,1,0,0,0
2445,61628BC5-8664-48EC-9D45-225CF6EF5B35,89.23,,,,,0,0,1,0,0,0
2446,C8B480F4-EF4C-479F-8C28-5F8BF2FAE94D,68.81,B9C9CE39-B011-4C16-B83C-A9408439CBF9,,,,0,0,1,0,0,0
2447,C5ED6287-CC28-4D8F-BDDC-08DD4B0FAFA5,110.33,55D751C0-489F-458E-9E4B-A8FDCB14346F,,,,0,0,1,0,0,0
2448,C842C1DC-8726-4463-A85A-929F61627646,98.69,973EFFEA-27B2-44C2-A749-6F7C854E8590,,,,0,0,1,0,0,0
2449,F39386D7-373E-4C4D-A46C-3679370A9560,77.29,3BC992D3-5F46-4440-B037-DE76F29E2604,,,,0,0,1,0,0,0
2450,5AADEE06-D3E3-4FC1-ADB6-1DED4D6F05C1,63.05,61B8901B-ECD4-442A-8B5D-4CCEF436D7A5,,,,0,0,1,0,0,0
2451,6794B0D1-A445-4DCE-BD98-16FE28CFCBA8,28.75,,,,,0,0,1,0,0,0
2452,52EF595D-AF5C-4B43-AD16-EA4AD6223EC2,52.96,,,,,0,0,1,0,0,0
2453,924C06DA-CDB5-48BE-B81F-13EB1C85DA66,80.15,C08F42FD-BC12-4565-B99B-09812BCB21DD,,,,0,0,1,0,0,0
2454,B276CAEB-DD1C-433D-9511-0DAE42DA2C7E,107.52,08447923-7205-4E44-925A-39B43EB9A048,,,,0,0,1,0,0,0
2455,E9137227-C351-4F1D-987F-4B568605F81D,87.63,,,,,1,0,0,0,0,0
2456,2BBE2C61-6E7A-4B26-9C8B-A1716A50F5CB,76.81,,,,,0,0,1,0,0,0
2457,68C0A81E-762D-4BD5-971A-0BE092A65F00,71.26,,,,,0,0,1,0,0,0
2458,E4C1E9A7-E912-4146-9108-87B962EC07A7,86.96,,,,,0,0,1,0,0,0
2459,7DCB760A-3C12-47F7-A1DE-8F2D3E370A52,120.16,AAB47589-60A8-4FB5-B00F-A250AF8CE3A9,,,,0,0,1,0,0,0
2460,5EFFFF17-17A4-4CBF-9204-1E865D31DBD5,10.94,,,,,0,0,1,0,0,0
2461,1C19CE50-011F-465E-B6B6-C877F58E21E5,111.93,,,,,1,0,0,0,0,0
2462,6D3E1991-BB7F-4859-A877-661BC8623064,192.15,,,,,1,0,0,0,0,0
2463,8DEA4EF5-548B-4C0E-AB46-263A0FAE483D,62.01,488750E3-BC6C-44CC-93CE-58E49073E18A,,,,0,0,1,0,1,0
2464,BB63554E-1D11-4753-B883-DCE8D1CDB203,52.62,,,,,0,0,1,0,0,0
2465,54A4EEC5-3FF9-4C57-850A-09F41E687E0E,39.86,,,,,0,0,1,0,0,0
2466,E6451020-D99B-431A-848C-8DA99BB3210F,86.54,,,,,0,0,1,0,0,0
2467,1C4D79F1-3B33-4946-9BEC-2345297029D1,68.44,,,,,0,0,1,0,0,0
2468,D4DA2CC7-9A7D-486C-9D1A-F87C92A7152B,119.39,,,,,0,0,1,0,0,0
2469,5CCCB059-5F64-4521-9D95-E1FA90A8D978,55.68,,,,,0,0,0,0,0,1
2470,7098190B-ACB7-4828-A1FA-FCB7CBC7C1A9,108.03,,,,,0,0,1,0,0,0
2471,459C6EDA-9CDB-4C45-900A-995D88855E56,38.47,,,,,0,0,1,0,0,0
2472,DC168744-97BF-4187-97A2-C9CD3582328C,76,,,,,0,0,1,0,0,0
2473,B0686B88-469B-4214-9A4C-D0FFD830B0B7,45.28,,,,,0,0,1,0,0,0
2474,CB957DCD-A7FF-4B0B-B138-89856DD1A4A3,91.76,,,,,0,0,1,0,0,0
2475,AABB7AFE-2003-44AF-9DEE-0E7FD6829CA0,28.75,,,,,0,0,1,0,0,0
2476,A70491BD-A96A-4FE8-B901-6AE52AA1BBE7,145.34,,,,,0,0,1,0,0,0
2477,FEB89599-266B-4528-B501-241269BB71EA,165.73,,,,,0,0,1,0,0,0
2478,E495B1E6-AFBA-46CC-9EFB-0ED87CA029B4,160.61,,,,,0,0,1,0,0,0
2479,986D89F5-A33B-4A42-91F1-4D7C5A02931E,18.72,,,,,0,0,1,0,1,0
2480,F7F6184C-1ABE-4729-B716-21CC87E891BC,111.21,2B1D5B25-BED6-4F16-8CA4-16B3CEF251DB,,,,0,0,1,0,0,0
2481,9CCD7745-B63D-4DCD-9C05-0217F39E1083,86.83,,,,,0,0,1,0,0,0
2482,2C623023-A87A-4466-800D-308FA66ED912,88.72,,,,,0,0,1,0,0,0
2483,893BE2EF-D136-4AA1-B8D1-395AD4552183,45.08,,,,,0,0,1,0,1,0
2484,06501EEC-FBC2-4970-BC44-DF52C2D2E50F,66.55,,,,,0,0,1,0,0,0
2485,2AA57B59-5B0D-4CF9-9AB9-91C7C32442F3,152.1,,,,,1,0,0,0,0,0
2486,20375577-5A03-446B-AA87-BBDBE075E066,0.97,,,,,1,0,0,0,0,0
2487,54236A92-2366-4F25-9603-DE0A26930D33,210.8,,,,,1,0,0,0,0,0
2488,5CC34B2F-9B14-4641-A341-9C4638BF39A2,124.73,473FDB10-AB82-49B9-ADB4-3FC60BB87D55,,,,0,0,1,0,0,0
2489,25B6E552-7E6D-48D6-8DF1-4E832A4E5ED7,87.38,211E85F4-2BF3-485F-A91D-35F36EBB69BD,,,,0,0,1,0,0,0
2490,A6779B13-78AB-4D78-A00C-875391D94815,72.08,,,,,0,0,1,0,0,0
2491,EBAAC442-1214-40A4-88C0-23EC9085DAA8,164.85,45D70D78-4490-4E97-A92C-8C8B0F45EE9D,,,,1,0,0,0,0,0
2492,0DCEACA0-E7C0-46DA-A0A7-72DEB1056012,50.74,,,,,0,0,1,0,0,0
2493,A05DD9B0-0003-47F7-9CC1-243395472B8B,77.69,,,,,0,0,1,0,0,0
2494,B2CD282D-DB28-4AB4-9A01-5C9AACF8418E,49.57,EB6C7C4A-DA47-4E1F-A416-6DED2AFE8DB3,,,,0,0,1,0,0,0
2495,7CAACDE0-CF6D-4D64-BEE2-575775FA98F4,54.5,1C028346-0F51-4989-98E0-0B35C2108654,,,,0,0,1,0,0,0
2496,B36B9AB3-3590-4CD6-9F6E-7EC8DA436E2B,20.83,,,,,0,0,1,0,0,0
2497,204D2993-703B-467C-A888-CB5B5E1AC8A1,162.54,,,,,1,0,0,0,0,0
2498,3E6FC1B0-D814-4C02-A8EF-A8755A6BA720,133.47,,,,,1,0,0,0,0,0
2499,FB4D0BDA-3178-4624-A115-CB00031A438B,61.75,,,,,0,0,1,0,0,0
2500,651F5036-7FD2-4255-A720-C19B34597694,54.67,0D25FF6F-EBB4-4AD7-A9CC-BD60FD0640AC,,,,0,0,1,0,0,0
2501,AABE3001-5AD8-4555-BFA6-35E215DC69EC,106.71,71D30618-E9A7-49D5-9FC3-B9885A37AFF2,,,,0,0,1,0,0,0
2502,9C084B7C-8C4D-4B82-ADFE-6819B33C9B06,65.35,,,,,0,0,1,0,0,0
2503,3B1E303E-3201-42FB-A37F-1BF3D0C60AD1,49,,,,,0,0,1,0,0,0
2504,CECF43AC-EA93-48EF-9315-779B14F73353,93.12,,,,,0,0,1,0,0,0
2505,BE540D68-24BF-4C1D-8ACD-B1E8C4CD34AF,79.75,286817BE-9970-4CAB-AB26-8D7F975C5A12,,,,0,0,1,0,0,0
2506,715DAE67-4843-4F72-9721-89980B82721B,90.25,F09EA5E0-32A5-4DED-961D-2834FDF3FA89,,,,0,0,1,0,0,0
2507,FA5C08F3-CD4D-4DB5-92C6-E45A36BA3682,85.47,6877B1ED-6807-4C96-99E4-5EC3FD07A411,,,,0,0,1,0,0,0
2508,239E4E08-F852-4F26-93DE-6D0C37A13BA1,76.04,,,,,0,0,1,0,0,0
2509,299FA36E-316A-47C7-923A-FE0234E50A66,95.42,17A8295D-94B0-4E28-B392-3902FBE78F58,,,,0,0,1,0,0,0
2510,EE98CC93-99F4-4121-96A7-146AA99977D9,116.3,DC58441D-0F3D-4C15-9714-952FA41C3177,,,,0,0,1,0,1,0
2511,9725FCC7-32ED-479B-866F-465963A89570,119.16,,,,,1,0,0,0,0,0
2512,F1C76FA7-321E-4133-A608-7FFD9DACB9A8,179.79,E3B6FE60-E64E-42FB-85A6-A94F9F21A0ED,,,,1,0,0,0,0,0
2513,27C1A84B-0C18-4E97-909D-725120939BC5,158.94,13B6442B-D09B-490F-BAFE-D62B3A47B3E6,,,,0,0,1,0,0,0
2514,A3214EBC-E0C1-4429-973D-EC9DF4AE27F0,108.02,2509B539-E47D-4F50-8FA2-6386F246605C,,,,0,0,1,0,0,0
2515,5EFD131C-9306-45FF-A64E-FD9896F7164C,67.74,DB662706-1D02-4808-976F-8F635F5B5789,,,,0,0,1,0,0,0
2516,0CEFBD2A-218D-42C6-90E1-5095EED0A739,52.52,429367C3-9BCC-41B0-BE03-45C6FD3E351F,,,,0,0,1,0,0,0
2517,457B140F-5FE2-4509-830C-0F735AD31E8E,36.2,,,,,0,0,1,0,0,0
2518,39A1D6F3-A319-4FDD-9D0F-EE9026C434F8,34.95,,,,,0,0,1,0,0,0
2519,961A01D1-E917-40EF-B2D6-5B310B96109A,68.81,09BF63B8-2C15-4134-BAD4-5025E6116258,,,,0,0,1,0,0,0
2520,86A5D607-A402-4DAC-ACED-DA3D7CCAE244,58.59,9FD89100-183B-49C1-9CE3-CD3730C686A9,,,,0,0,1,0,0,0
2521,0AF5712B-BB51-4F64-8057-45F86A60569B,121.71,FEC021C5-CE51-4848-8D63-10760994F644,,,,1,0,0,0,0,0
2522,7D7F74C2-A489-4776-86FA-3631E37BE6C6,90.6,A7D96B24-4158-421F-9227-D68828A63F13,,,,0,0,1,0,0,0
2523,2C3E90F1-F18B-4F6F-8760-4DE2D8893C30,98.82,86F30016-C0D1-41A4-9D32-AB8C6B534404,,,,0,0,1,0,0,0
2524,C5EEA807-9D1B-4EBF-85A0-ED5ED086A494,47.03,88ADB061-3872-4C99-9EBA-59901FA8566C,5E82C3B9-8A49-430E-9604-E0B208D4E5D4,,,0,0,1,0,1,0
2525,F0D8F995-EE6E-40CC-8B84-0140B33972FD,104.74,7809361F-97D0-4A42-8534-D0B9DAE62687,,,,0,0,1,0,0,0
2526,82789E3D-8233-4A75-AF41-F24B357E0B49,27.43,,,,,0,0,1,0,1,0
2527,03C414EF-757F-4820-8684-03DF224DA3CE,116.91,6F06B447-39F3-4999-9DA7-0594A70EA96E,,,,0,0,1,0,1,0
2528,CE5F02CA-4D2A-47D1-9A73-71EF649444B3,65.92,669D21F1-3CE2-49A0-8F60-CC4778D1C729,,,,0,0,1,0,0,0
2529,A1AAC9E1-5D46-4E7B-B9D2-EE8510C046C8,89.45,,,,,0,0,1,0,0,0
2530,829DB571-3B5F-46DF-8188-A751CF4E0EE9,36.1,,,,,0,0,1,0,0,0
2531,DEA0EBCA-0A68-4790-BC18-8B4EB293129B,142.75,,,,,0,0,1,0,0,0
2532,F0317C30-7C5C-43AD-BA2D-DE7CCDBC72C8,93.77,C1EDAA17-9822-4A90-946D-AC83EE1D2381,,,,0,0,1,0,1,0
2533,58EB9B03-FAC3-4731-A495-75682BE3E014,110.87,,,,,0,0,1,0,0,0
2534,9BBA438B-0F2C-4C57-8F45-114E1BFAD730,135.51,AD4C3F61-6A3A-432D-B30B-8D819A7109E1,,,,0,0,1,0,0,0
2535,51A30920-3A73-46C5-8136-3D2F62DABEF2,33.77,,,,,0,0,1,0,0,0
2536,0031A245-2CA9-4ADD-9129-540FFBD4E018,73.8,A6A498A3-D059-451B-80EA-E9F06D7D834E,,,,0,0,1,0,0,0
2537,21D3BB97-12B3-430B-9940-6251331BC9D5,133.36,,,,,0,0,1,0,0,0
2538,21E17CFA-EF99-4560-949D-D6DED0ECBBEE,81.49,1832E33C-E2B5-4F0E-BA38-86BE09AD48D1,,,,0,0,1,0,1,0
2539,FEEB336D-3E2F-4C04-A427-381AD52E9D52,117.37,,,,,0,0,1,0,0,0
2540,7573B8A9-6D4A-42A7-A3D5-28C010CB6AE4,76.54,,,,,0,0,1,0,0,0
2541,A6B3924D-6776-4DBD-982A-EA27878E6FCD,162.67,FFFE7EC4-A5E4-49CC-ABD8-DD235A4E5F65,,,,0,0,1,0,1,0
2542,0CB86470-1924-4787-B101-1D9ADBD58C97,80.1,,,,,0,0,1,0,0,0
2543,0F38CEB9-1087-4F71-B847-EB13088B411A,77.02,,,,,0,0,1,0,0,0
2544,09EB6EAB-8553-4C4E-A5B5-EFFC9214C26F,82.71,,,,,0,0,1,0,0,0
2545,754434EF-4FDC-47D7-B586-4C55BA1C130F,27.95,,,,,0,0,1,0,0,0
2546,CC5A7536-4812-4BB1-BE1A-8C1F75AC76F6,62.11,,,,,0,0,1,0,0,0
2547,93974B6A-2911-450F-A737-E6911769AD87,53.02,,,,,0,0,1,0,0,0
2548,9D4FC233-7E5B-488B-9F12-3D59809E1CDB,110.3,422AC769-814F-44D2-B400-D488C64EA51B,,,,0,0,1,0,0,0
2549,7AA3B371-301E-4DA9-8AC1-53C82A074292,126.81,,,,,0,0,1,0,0,0
2550,506876E1-D924-4941-93A0-EFA44796FED0,131.14,A9EC184D-695F-44A3-AD1D-162A0E87DD19,,,,0,0,1,0,0,0
2551,7E76C26D-64CC-4110-81F6-0C1D1FC4010B,108.54,,,,,1,0,0,0,0,0
2552,2128EE0D-D6AB-4778-B049-4DD498141914,109.59,,,,,1,0,0,0,0,0
2553,993F0937-7D55-4014-8592-C737A5D4B9E0,103.4,,,,,1,0,0,0,0,0
2554,DF55050E-D20B-4E23-8528-91F3D31A1F78,63.07,,,,,1,0,0,0,0,0
2555,59C8E9CD-F86C-4E8A-8A07-A6FE500ECBB7,117.04,94A06FF9-93A3-4D8B-B3A0-4C416D1D4DAD,,,,0,0,1,0,0,0
2556,EE43DC31-EAA3-4314-B101-A0706A10C00C,80.17,,,,,0,0,1,0,0,0
2557,0222473B-0DCE-4D2A-872F-A4258E4EE205,89.07,,,,,0,0,1,0,0,0
2558,77023412-2BE3-449D-B0BB-6DF4410EFEA4,63.2,,,,,0,0,1,0,0,0
2559,BC3E63E7-548A-4C79-BD34-569A7BC6CBE5,72.47,A7AAFA75-E20F-4BEF-8408-8B50CEF4AF5B,,,,0,0,1,0,0,0
2560,63252D84-8C32-4503-BA13-E3D23BB324EB,126.52,,,,,0,0,1,0,0,0
2561,5141B018-72DE-47C1-B163-F567F5A3DF0A,56.89,4A4BA2D2-EEEC-4CC3-8AB0-D7CA4F265BC7,,,,0,0,1,0,0,0
2562,503D249E-EE34-44F4-927F-0B5B96E03756,115.22,FEC68655-01F4-4A96-9D05-077F09E94836,,,,0,0,1,0,0,0
2563,BEBE0231-EAE1-4EA4-AC04-C13AAA0ABE60,91.54,B57112F3-7665-4709-ABA6-1A7AE280160B,,,,0,0,1,0,0,0
2564,8D5ED474-9FFD-4CB4-A090-98CCAB017226,77.14,2CA078D9-D139-4DDD-9592-C490C459C409,,,,0,0,1,0,0,0
2565,457F2FC5-044D-44D8-8DC4-7C0D174D2A76,86.92,,,,,0,0,1,0,0,0
2566,8AD8BECD-06BD-46CA-B8E9-5E1B8F59FA36,132.91,,,,,0,0,1,0,0,0
2567,B3C6A2FE-A9F5-4138-9DF3-32D6756F15B1,35.74,,,,,0,0,1,0,0,0
2568,77240AB1-4227-49BB-AE87-0CC3DC5654CA,56.69,,,,,0,0,1,0,0,0
2569,B7FFDA61-615E-4B7D-BC82-8AEB3F56732C,79.97,,,,,0,0,1,0,0,0
2570,B9CD37F7-1F1A-496B-9457-D838AF7C8601,74.82,,,,,0,0,1,0,0,0
2571,BA450B21-7546-4BAD-8786-D5EF8D013456,120.77,,,,,0,0,1,0,0,0
2572,B38CDC59-D278-4092-8A9A-E59D1582B10D,103.43,4BF28078-B216-4720-B23D-B185C5551885,,,,0,0,1,0,0,0
2573,F0069A9A-D5D7-46DA-B86B-877A460BC5A9,71.51,,,,,0,0,1,0,0,0
2574,D741A3D3-EF0B-483B-AF71-A269D32F9686,60.31,,,,,0,0,1,0,0,0
2575,BFD68236-404E-4705-9CCD-857F1C088A57,56.46,,,,,0,0,1,0,0,0
2576,88389321-9423-43E0-BCC0-B718A5F59934,66.2,212BE01D-EDB5-4BE5-AFCD-031E1D9295A7,,,,0,0,1,0,0,0
2577,7685AE42-D1A9-424F-9429-98A9F3CC3DC9,131.07,C496F084-3798-4B67-9FCF-BBA5AD6BD261,6D13699D-C7F1-4894-B815-932022F45785,BA5F77B2-92B7-4764-B0F9-E31AD33CE4AD,,0,0,1,0,0,0
2578,73064545-8823-407F-AE89-0049A49CA0E1,30.9,,,,,0,0,1,0,0,0
2579,A4621463-BC80-42F9-8CC4-29140ADB4EE7,93.91,,,,,0,0,1,0,0,0
2580,E232A332-F5B6-464F-A219-0EE4B24AA6BB,68.81,09BF63B8-2C15-4134-BAD4-5025E6116258,,,,0,0,1,0,0,0
2581,21B963B5-978F-4AED-95C0-6824FCE3593D,56.84,,,,,0,0,1,0,0,0
2582,964EB290-340F-4268-AFAD-B855DD2BB9D2,120.11,7CF36A33-3D49-4A5E-8DEA-D643DFBB4D3E,,,,0,0,1,0,0,0
2583,DAC3EB52-D934-4831-8336-981BAFCB1DB3,62.14,,,,,0,0,1,0,1,0
2584,472D2199-53F8-4119-95E3-6DA300EDD72A,117.29,E2A1AC9C-ACA0-40B8-8925-466401AB6A8D,,,,0,0,1,0,0,0
2585,E098789F-906A-4C75-8036-D76B67F5F35F,43.25,A74C4105-7B7D-4874-8DAE-9D5041C1ECED,,,,0,0,1,0,0,0
2586,00996F18-39E3-4AB9-AA52-7CFA8D950811,68.75,,,,,0,0,1,0,0,0
2587,B687EB2B-7B1D-4BE0-A8B5-A248B2B23CD9,78.11,C33266BB-6671-4FFE-8E08-C03A8E1601CE,,,,0,0,1,0,0,0
2588,4875DC2F-8A3F-4DF6-9872-A7F20602CD5D,150.81,AD0AAB06-9FE5-48F0-97CC-6BE474CDBA03,,,,0,0,1,0,0,0
2589,08D47A5C-1939-4DCD-BBC1-09A6F0475AA7,149.17,C9A9E4CB-49C4-4194-9AD9-D7DEB49DEACC,,,,0,0,1,0,0,0
2590,61A5E4AB-6955-4385-9FEB-BE919B0EC2E7,54.38,,,,,0,0,1,0,0,0
2591,6150810C-F03B-4310-A74D-51AADA82907D,42.45,,,,,0,0,1,0,0,0
2592,729E99B1-D784-44C4-8E2B-5A7ED3DB1F6C,52.61,,,,,0,0,1,0,0,0
2593,D64C0F10-AAF1-4E7A-A735-A48AAD86AE6F,74.46,,,,,0,0,1,0,0,0
2594,73C8C00F-58E1-4FAA-8A79-1F92850B7FD4,68.14,,,,,0,0,1,0,0,0
2595,2B231E1B-7317-407C-8FE1-2E070213FEAB,50.17,,,,,0,0,1,0,0,0
2596,18C17EE4-7906-47C2-A015-253735BCA9E1,19.59,,,,,0,0,1,0,0,0
2597,206F234F-DBED-497C-98FC-21726D993A27,24.18,,,,,0,0,1,0,0,0
2598,AC215E8E-BE8D-4960-818E-2014915B0347,159.72,6E595E25-31FD-470C-817D-37C2E3637D7B,,,,0,0,1,0,0,0
2599,E9EAC966-4F58-4A40-93C9-CDA6DD59A0ED,84.81,B452DECE-313C-4CCE-8E37-F7210364DCE5,,,,0,0,1,0,0,0
2600,3D855027-7D57-4CC5-9ECE-3FC23F7A5FE6,67.87,0C94AB88-1458-488A-BB5F-4226E4D46665,,,,0,0,1,0,0,0
2601,7297FB68-B25D-4E20-A9AE-7F08816FD77D,60.61,,,,,0,0,1,0,0,0
2602,60812B25-D510-45C3-8631-E3BE30E40D2F,68.43,,,,,0,0,1,0,0,0
2603,1E0414CE-7770-45C7-8F38-CB8271671D09,44.56,,,,,0,0,1,0,0,0
2604,B59125FC-7AD3-433B-A006-ABEDFA9637BF,44.85,,,,,0,0,1,0,0,0
2605,C3629010-4026-4502-9191-4033B4CFAED8,71.66,,,,,0,0,1,0,0,0
2606,6BDBA685-C32F-45A3-8381-96AF50E8751F,52.16,,,,,0,0,1,0,0,0
2607,1E657595-3F1A-4F54-85A0-32DD99545AF6,62.08,56848F39-DFBA-4719-9A23-7AA043B27C6C,,,,0,0,1,0,0,0
2608,A9C0DC65-E809-48FF-A742-7C0A8F6FE2E1,62.26,,,,,0,0,1,0,0,0
2609,F277DA35-94A1-4612-B3F3-F906686E3455,50.12,,,,,0,0,1,0,0,0
2610,A007E5F6-C9BB-408A-B852-8D3DD511F99F,73.42,8AD2075A-339E-495F-8E15-0C29F646CD9A,,,,0,0,1,0,0,0
2611,8D0249E0-FBAB-4AB1-977E-18FF9166C4BE,56.32,,,,,0,0,1,0,0,0
2612,65385300-A5A1-452B-88C7-C467CEB473D0,46.91,192103D4-6F3A-4758-9FE1-094E03BBE71C,,,,0,0,1,0,0,0
2613,8100E0E0-F87D-4759-B72A-42F374489863,59.43,,,,,0,0,1,0,0,0
2614,9C0E57B8-A3F7-46A7-A674-6EA66B7473D6,92.23,6B34D86A-4846-4A0F-9FAF-CCACEEB4FD6D,,,,0,0,1,0,0,0
2615,A3072421-481B-4AFC-82F7-68D6888C5622,64.83,35FA1628-C301-42FD-B6C0-E0A8471E1447,,,,0,0,1,0,0,0
2616,716350E3-ADD6-4453-903B-F1FC052F0C40,57.46,1B110781-B0A1-4C47-B5D5-D3E18378BEDE,,,,0,0,1,0,0,0
2617,193D6C64-0EF0-4D48-AB03-D2BCD694CD81,86.39,,,,,0,0,1,0,0,0
2618,19100562-101B-4529-9F64-E53A3ED601C5,164.63,,,,,0,0,1,0,0,0
2619,AC4FA889-6676-405C-B447-B451D4107EB4,92.19,F2738832-EF95-47DB-BF64-A05E061BA4C7,,,,0,0,1,0,1,0
2620,D53416C0-1500-4B7F-94FB-A95A23E083E2,89.22,90B89D96-136F-43F7-9C88-9526753010C4,,,,0,0,1,0,0,0
2621,8D68A560-3E3C-456F-AF4F-0EFB60CA4FBB,81.94,,,,,0,0,1,0,0,0
2622,7E5984A8-F8E9-4386-87CF-3281D7ECB9E0,35.89,,,,,0,0,1,0,0,0
2623,29AEFD01-C5CB-4C71-8212-2E6D912584A1,96.43,EBA46489-14D1-42F4-8B52-E449627C620C,,,,0,0,1,0,0,0
2624,F906A44A-A116-42A6-8827-C96A0A013054,72.58,7C218A99-C23D-4EE8-AF95-3A8A704E58E1,,,,0,0,1,0,0,0
2625,27B63C0F-3444-442E-8A1B-D3FEA616F648,59.08,,,,,0,0,1,0,0,0
2626,28BA335D-BB64-4F3A-891A-12D2FBCAAE77,94.08,,,,,0,0,1,0,0,0
2627,4F8BA3BA-A483-464E-AF13-E805C0782398,52.3,,,,,0,0,1,0,0,0
