OBJECTID,GLOBAL_ID,IDENT,ICAO_ID,NAME,UPPER_DESC,UPPER_VAL,UPPER_UOM,UPPER_CODE,LOWER_DESC,LOWER_VAL,LOWER_UOM,LOWER_CODE,TYPE_CODE,LOCAL_TYPE,CLASS,MIL_CODE,COMM_NAME,LEVEL_,SECTOR,ONSHORE,EXCLUSION,WKHR_CODE,WKHR_RMK,DST,GMTOFFSET,CONT_AGENT,CITY,STATE,COUNTRY,ADHP_ID,US_HIGH,AK_HIGH,AK_LOW,US_LOW,US_AREA,PACIFIC,Shape__Area,Shape__Length
1091,2652FFCA-3D6C-41E5-9B8A-A07ACA7B7E55,CNW,KCNW,WACO CLASS D,TI,3000,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,WACO,TX,,4A21922F-455C-4522-8E95-3405C513FEA8,0,0,0,1,1,0,0.0195592908048638,0.501614678120248
1092,EACC1173-CDA9-43F1-9175-A1552D5C3F66,ACT,KACT,WACO CLASS D,TI,3000,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,WACO,TX,,8CB86952-6933-4F02-AF5A-D5079536F1A4,0,0,0,1,1,0,0.0181572607953058,0.486050010818459
1093,BAE9B666-CA2F-4105-BD76-6E8D5BE35AD2,WAL,KWAL,WALLOPS ISLAND CLASS D,TI,2500,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,WALLOPS ISLAND,VA,,23737316-BC26-4CCF-BF8F-782D8E5FE911,0,0,0,1,0,0,0.0219205210835298,0.545051545063705
1094,98EF4D71-FFBA-4A39-9185-88417DF64452,ALO,KALO,WATERLOO CLASS D,TI,3400,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,WATERLOO,IA,,68FF21F6-5B5A-4FF0-9073-A8D64AE4DE40,0,0,0,1,0,0,0.0218396493212367,0.53284142042046
1095,4BCC1DA6-803D-4284-91F1-3CA060CB520F,UES,KUES,WAUKESHA CLASS D,TI,3400,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,WAUKESHA,WI,,20DABEB0-BE67-4189-80E4-E676287B7D46,0,0,0,1,1,0,0.0183370471218041,0.522238720543129
1096,81A80C3E-6A7B-4706-B089-062862A4006E,BAF,KBAF,WESTFIELD CLASS D,TI,2800,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,WESTFIELD,MA,,CFEC2A70-73C8-4FEB-8F8F-4DFD48E7F569,0,0,0,1,0,0,0.0244583415208126,0.599868464064759
1097,C5D5FA29-47C3-423A-B066-299CA387ECDE,FOK,KFOK,WESTHAMPTON BEACH CLASS D,TI,2600,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,WESTHAMPTON BEACH,NY,,D761087A-BFF9-40A4-91AD-4A1DF53A6836,0,0,0,1,0,0,0.0265088559388005,0.585365257161221
1098,E4C93A05-E37C-40F8-8162-0E595F843E26,GTB,KGTB,WHEELER SACK CLASS D,TI,3200,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIV,,L,,1,0,H24,,,,,FORT DRUM,NY,,7BEE4D36-6C00-48A4-9991-A9D6616180AA,0,0,0,1,0,0,0.0252925139197941,0.60489901674887
1099,0C273118-A8A9-4B3D-82B0-F9249C61019F,PWK,KPWK,WHEELING CLASS D,TNI,3000,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIV,,L,,1,0,NOTAM,Legal description references NOTAM,,,,WHEELING,IL,,AC0CA944-FA6B-40FA-B5A5-F3635AC7DF3A,0,0,0,1,1,0,0.0194147474860529,0.543629239015138
1100,CD8A9262-FB43-47E8-9107-84A688245946,HLG,KHLG,WHEELING CLASS D,TI,3700,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,WHEELING,WV,,0E47A565-9341-4389-8B0E-C8FD8C34538E,0,0,0,1,0,0,0.0197711570738193,0.521938477396668
1101,39750534-B7E3-4042-929E-C8CCF8B42A7C,HPN,KHPN,WHITE PLAINS CLASS D,TNI,3000,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,WHITE PLAINS,NY,,355FBAA6-8414-47FA-968D-1026A9C1869D,0,0,0,1,0,0,0.0240209232456436,0.664805884969673
1102,9FA25A52-42DB-4184-AB4C-F166CAFA52CE,WHP,KWHP,WHITEMAN CLASS D,TNI,3000,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,WHITEMAN,CA,,548CB76C-6158-423A-ACB4-DC366196188D,0,0,0,1,1,1,0.00543028959214098,0.319070246720946
1103,4584E8F5-D8DC-4766-B713-5188425E5828,SPS,KSPS,WICHITA FALLS CLASS D,TI,3500,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIV,,L,,1,0,NOTAM,Legal description references NOTAM,,,,WICHITA,TX,,3C47F11E-E40D-49DA-91D3-EC448A2703D9,0,0,0,1,0,0,0.0258646345580473,0.598220203879388
1104,302F652A-F703-483C-B296-9FC086FFAB82,AVP,KAVP,WILKES-BARRE CLASS D,TI,3500,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,H24,,,,,WILKES-BARRE,PA,,0C89BF21-1076-4434-BB39-DC1226552D1E,0,0,0,1,0,0,0.0194847462626058,0.502248568151401
1105,572CA28A-4987-4CEC-B7E6-617D65BC6F7D,IPT,KIPT,WILLIAMSPORT CLASS D,TI,3000,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,WILLIAMSPORT,PA,,CAA2BDE1-11BD-4F9F-AB77-B4EEA8DCDA97,0,0,0,1,0,0,0.0204170842914664,0.514044553252765
1106,6526F827-FD67-4B1D-8158-BDCA6F86A5C3,ILG,KILG,WILMINGTON CLASS D,TI,2600,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,WILMINGTON,DE,,E49D92B0-9123-4A8F-8AF4-A057B2FB3192,0,0,0,1,1,0,0.019954718831741,0.50700273721781
1107,A208FDE4-CF7A-4072-B601-0DE211EA46C4,ILM,KILM,WILMINGTON CLASS D,TI,2500,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,WILMINGTON,NC,,90E70174-E7AD-4DC8-A068-C9FA5A4E6D4B,0,0,0,1,0,0,0.0263705007430417,0.579396427955989
1108,32DDCDD0-F85E-432B-BA85-BA0D22360129,ILN,KILN,WILMINGTON CLASS D,TI,3600,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,WILMINGTON,OH,,65CD09BA-0B23-4074-A3C4-D7B94EF4ADD3,0,0,0,1,0,0,0.0218996812375281,0.593098825831956
1109,10263FC3-2055-4027-A70B-D6E107E760E0,INT,KINT,WINSTON SALEM CLASS D,TI,3500,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,WINSTON SALEM,NC,,86B084CF-660E-40AA-9945-49ADC90897FE,0,0,0,1,0,0,0.0201583583052525,0.554925960688596
1110,202911FD-E8F6-4A03-91BF-59959D7F08A0,ORH,KORH,WORCESTER CLASS D,TI,3500,FT,MSL,,1900,FT,MSL,CLASS,CLASS_D,D,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,WORCESTER,MA,,518881FD-886B-407F-BEF1-E199641186ED,0,0,0,1,0,0,0.00114900040398425,0.122427378189272
1111,1B8F2209-FE33-4813-8138-014ED8ADF3A0,ORH,KORH,WORCESTER CLASS D,TI,3500,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,WORCESTER,MA,,518881FD-886B-407F-BEF1-E199641186ED,0,0,0,1,0,0,0.0294333500673929,0.717962990820822
1112,B7103B5E-D6B4-4357-9A2F-86D82FBC1C0B,WRI,KWRI,WRIGHTSTOWN MCGUIRE FIELD CLASS D,TI,2600,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,H24,,,,,WRIGHTSTOWN,NJ,,653196AF-2D29-4F17-BEEC-D178AC4CBC47,0,0,0,1,1,0,0.0230180835390001,0.544790261687212
1113,68701FF6-C4DB-4B5A-82B1-F23D69DDA960,YKM,KYKM,YAKIMA CLASS D,TI,3600,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,YAKIMA,WA,,75418855-E13A-4572-A5F8-10B5AEE8A31A,0,0,0,1,0,1,0.037934297814445,0.943900799482747
1114,CE943607-2979-493A-9BE5-6C88A841376F,YNG,KYNG,YOUNGSTOWN/WARREN CLASS D,TI,3700,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,H24,,,,,YOUNGSTOWN/WARREN,OH,,B3F2371D-A57C-4CEF-A8B8-129214437CD2,0,0,0,1,0,0,0.0234450203849974,0.550862364552297
1115,EF081048-A641-441A-9FE0-95974696549C,NYL,KNYL,YUMA CLASS D,TI,2700,FT,MSL,,0,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,YUMA,AZ,,273A1556-B027-4596-B05F-6B46A699DD01,0,0,0,1,0,1,0.0272894302725035,0.616142043396759
1116,C1D5562E-EC10-4DC2-AFF6-7A70AB8BF3F2,NYL,KNYL,YUMA CLASS D,TI,2700,FT,MSL,ANI,300,FT,SFC,CLASS,CLASS_D,D,CIVIL,,L,,1,0,NOTAM,Legal description references NOTAM,,,,YUMA,AZ,,273A1556-B027-4596-B05F-6B46A699DD01,0,0,0,1,0,1,0.00071635357244304,0.12005204290196
1117,BD6532D9-D4A1-49CB-BBC9-5C2A56C84D6B,,,ABERDEEN CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIVIL,,L,,1,0,H24,,,,,ABERDEEN,MD,,,0,0,0,1,1,0,0.0536946244615137,0.831428682990224
1118,5B1E43F7-A551-4915-92D5-A9E65459F4BD,,,ABERDEEN CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ABERDEEN,SD,,,0,0,0,1,0,0,0.272886183561241,2.25788041417013
1119,88E4D25C-B842-4199-802C-680B92DDF3C7,,,ABERDEEN CLASS E5,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ABERDEEN,SD,,,0,0,0,1,0,0,0.508322365393724,2.80644532339669
1120,28ED9793-4058-43E4-B869-08BA4A19DE44,,,ABILENE DYESS AFB CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ABILENE,TX,,,0,0,0,1,0,0,0.419121160140776,2.35632720460274
1121,EDAEB640-1265-48A1-925F-BCD8E345765F,,,ABILENE CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ABILENE,KS,,87C7C5ED-1A44-4226-8A9D-CD5303A4C8B3,0,0,0,1,0,0,0.0532722482860208,0.827540800685607
1122,B14BFD09-BA78-4EF8-85FA-4973B3ACE5D7,,,ABINGDON CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ABINGDON,VA,,B735FD99-70CF-4395-B07B-2F4A9AD564CC,0,0,0,1,0,0,0.313978267940911,2.00380073367649
1123,32D0785E-50C4-49A0-80FB-8A8E4E253F39,,,ADA CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ADA,MN,,F13BCDC5-9F7C-494D-99B2-826A8AA8468C,0,0,0,1,0,0,0.0508239894261351,0.821354277076861
1124,C1137A8F-518F-4B6E-9128-A97755FA6D94,,,ADA CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ADA,OK,,,0,0,0,1,0,0,0.0704556307080111,1.11147057172701
1125,8AC7AC63-D4B1-4BE1-B936-D9039925ACD7,,,ADEL CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ADEL,GA,,,0,0,0,1,0,0,0.0404458502353009,0.715964563138019
1126,190D2A00-F483-49A4-B1AB-1804EC0CE5CB,,,ADRIAN CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ADRIAN,MI,,,0,0,0,1,0,0,0.0645619801409794,0.910032898456374
1127,21561078-150B-4671-87F8-4F3F1F95EABA,,,AFTON CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,AFTON,WY,,,0,0,0,1,0,1,0.0710353625786411,1.28760697046966
1128,81713CE6-A68D-4BF7-9B33-CE697CC1343B,,,AGUADILLA CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,AGUADILLA,PR,,9522DF20-BFD8-4AAC-92B4-2E10A7D0A139,0,0,0,0,0,0,0.183006629232636,1.66396501220333
1129,6CD17A0A-7FBA-47F4-8449-FAF208D1E3FD,,,AHOSKIE CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIVIL,,L,,1,0,H24,,,,,AHOSKIE,NC,,,0,0,0,1,0,0,0.0759989357507038,1.11051495833621
1130,451EBEBB-094E-4A15-B74B-B919BB30B184,,,AIKEN CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,AIKEN,SC,,,0,0,0,1,0,0,0.0513150933143152,0.807840918819538
1131,AF4F58D8-244F-46B9-9715-4EA8F227DEC2,,,AINSWORTH CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,AINSWORTH,NE,,8EF3B7C9-AB09-47F2-BEB1-05C8018A6E66,0,0,0,1,0,0,0.0720364656922357,1.02134196078692
1132,C5EAFDD9-97C7-408A-8ADF-7F4B3DE8FFB9,,,AITKIN CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIVIL,,L,,1,0,H24,,,,,AITKIN,MN,,,0,0,0,1,0,0,0.0533997022762378,0.840345632049756
1133,9502E060-16AA-43ED-B66B-4742F1FEEEB4,,,AKIAK CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,AKIAK,AK,,C7DF2896-135E-487B-9172-2FF613E7EAF1,0,0,1,0,0,0,0.0707160545143779,1.03442967659634
1134,8880F876-A4EF-45C5-9743-C3D7F8034CE5,,,AKRON CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIVIL,,L,,1,0,H24,,,,,AKRON,CO,,,0,0,0,1,0,0,0.107820084602281,1.41323538515889
1135,4BC524FB-6DEF-4B1D-8375-A837E8B52366,,,AKRON CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,AKRON,OH,,1456165A-3901-4A19-94B0-CAE19775E366,0,0,0,1,0,0,0.189085524616985,2.01825052890593
1136,C5049F0C-9B47-4B69-B520-CD0449ECC5F8,,,AKUTAN CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,AKUTAN,AK,,2441EA57-02E3-47E2-AC9C-1DC54444A884,0,0,1,0,0,0,0.0335415431545698,1.0770591614896
1137,09AA7755-D5C5-42DF-A24D-87B2F4529376,,,ALABASTER CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALABASTER,AL,,2B3CA933-1DEC-40E4-9E02-64EA19E2A1A5,0,0,0,1,0,0,0.0939907366480384,1.43716582180309
1138,59EB4499-BD51-4656-9742-19ECAF8CB3F0,,,ALAMOGORDO CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALAMOGORDO,NM,,,0,0,0,1,0,0,0.60428240743272,3.53333781056474
1139,71C233B5-B802-4791-9A22-06997F57F735,,,ALAMOSA CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALAMOSA,CO,,,0,0,0,1,0,0,0.209239179655015,1.90052099163529
1140,1F81F069-5C04-417F-A0E5-48CBC3A699F8,,,ALAMOSA CLASS E5,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALAMOSA,CO,,,0,0,0,1,0,0,0.750763888869642,3.47292442089996
1141,8FE442D5-6166-4131-B0BF-64A6D4AF1D9E,,,ALBANY CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALBANY,GA,,5E0427B3-5004-41E8-9885-580A6EB031E0,0,0,0,1,0,0,0.0476182960992446,0.840059044494351
1142,319918F0-BF33-408F-BBB5-9C2F33EB3CB8,,,ALBANY CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALBANY,KY,,,0,0,0,1,0,0,0.0391152438107838,0.70727428678859
1143,10EA0157-39C9-4AD7-BE42-014929ABABD9,,,ALBANY CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALBANY,NY,,,0,0,0,1,0,0,0.309464697781095,2.85461399103221
1144,3E191BF0-5460-4E28-905D-03D16BABCE63,,,ALBANY CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALBANY,TX,,DB15DA48-3428-4E58-B6B4-44F1E8A765D4,0,0,0,1,0,0,0.0672477436353347,1.09361480889009
1145,58F211B7-15C7-4E38-A7C0-1979E11DA1EF,,,ALBEMARLE CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIVIL,,L,,1,0,H24,,,,,ALBEMARLE,NC,,,0,0,0,1,0,0,0.0684377794941611,0.934337084790496
1146,BBE94DF3-78E0-4405-8607-2B5C62601FFB,,,ALBERT LEA CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALBERT LEA,MN,,,0,0,0,1,0,0,0.0508140999386342,0.814507388193906
1147,FFD92E98-3AEC-4F63-9BBC-D9B8D6653F25,,,ALBERTVILLE CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALBERTVILLE,AL,,5314EE0A-C911-4E09-A268-82CE82B02A23,0,0,0,1,0,0,0.0697810387932805,0.983935638696321
1148,BA288988-BB9E-41F0-B783-8EAB80DB000E,,,ALBIA CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALBIA,IA,,,0,0,0,1,0,0,0.0472306481328815,0.781538997834668
1149,DC8C7681-E8DE-4FC3-BD76-03452645426F,,,ALBION CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALBION,NY,,33590B86-4ACA-4D34-975D-C724BCCFA28E,0,0,0,1,0,0,0.0473416789131988,0.785411278919037
1150,D26823A4-9CCC-4159-AED6-0DE5EE4E1957,,,ALBUQUERQUE INTL CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALBUQUERQUE,NM,,9E977B73-D2A7-46A7-84A1-9BE654B0D25F,0,0,0,1,0,0,0.214281876572386,1.74409428700286
1151,9A6F5474-9EB4-4F31-A6D7-BC8CFD6E30D2,,,ALEXANDER CITY CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALEXANDER CITY,AL,,1E4D854E-4C63-4E82-BD3A-FF09F0575E99,0,0,0,1,0,0,0.0615807577310079,0.884473490860763
1152,18F19F4D-0286-4CA3-A05D-DBAC265FB2BB,,,ALEXANDRIA CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALEXANDRIA,IN,,F267993C-7B5E-41DA-A457-7AA624C6F490,0,0,0,1,0,0,0.0558162039560557,1.01407483920579
1153,71F1FFA9-02C1-4C47-B837-BE0B0E867976,,,ALEXANDRIA CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALEXANDRIA,LA,,38760AF2-946B-4B69-A8A5-88FB2951EE58,0,0,0,1,0,0,0.235397488321041,1.93447382078834
1154,C0E9B17F-9040-4774-8D03-00A0DD29A324,,,ALEXANDRIA CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALEXANDRIA,MN,,0A633257-2155-4318-93D0-1F8770B71216,0,0,0,1,0,0,0.0561219533115036,0.939792654841988
1155,C7791256-EFEF-4613-A2AA-143BED35E205,,,ALICEVILLE CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALICEVILLE,AL,,A116B162-57F0-4878-A761-92D025F4FB66,0,0,0,1,0,0,0.0510014516651154,0.805035822438789
1156,C2C57151-11FA-4388-8454-B7C43CD25E32,,,ALLAKAKET CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALLAKAKET,AK,,B1FD2D53-992B-4DD4-B272-F07D86BA8405,0,0,1,0,0,0,0.160876676180123,1.64889400106737
1157,F7775593-0F5B-4409-9B0C-F499B8E37C22,,,ALLAKAKET CLASS E5,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALLAKAKET,AK,,B1FD2D53-992B-4DD4-B272-F07D86BA8405,0,0,1,0,0,0,10.968616245631,13.6171635249083
1158,E20679E7-27FE-48A8-8511-0C4F471EA669,,,ALLEGAN CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALLEGAN,MI,,7A2DD83E-AD34-45CB-8DBB-DA5BDD76CA48,0,0,0,1,0,0,0.0545917135791569,0.84240780117199
1159,92463D95-9623-4EFA-A154-4E1C2D76979E,,,ALLENDALE CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALLENDALE,SC,,BDA9280A-C0B3-450B-B7B6-516B227FA569,0,0,0,1,0,0,0.046312815690726,0.828967416556973
1160,5BF422DD-805C-4547-B92C-FA58238926F5,,,ALLENTOWN CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALLENTOWN,PA,,2FDD3F64-8247-4330-B6C8-DA8901A15A82,0,0,0,1,1,0,0.0992243105872603,1.27805530472299
1161,E6D7E4EC-98E9-4E84-ABAE-62C66FA5B4B6,,,ALLIANCE CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALLIANCE,OH,,EE0C9BBE-01ED-476E-AEBA-6B67E293AFF1,0,0,0,1,0,0,0.0661193601786181,0.937057527109958
1162,47C61D8E-CA9B-46D9-9D3E-38EAFC825964,,,ALMA CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIVIL,,L,,1,0,H24,,,,,ALMA,GA,,,0,0,0,1,0,0,0.0432357468437203,0.740417459928047
1163,0182DDD3-031F-4B6A-84DC-10875F6C3F8C,,,ALPENA CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALPENA,MI,,7D46BE9D-70A6-480D-A60F-352FDB1260BA,0,0,0,1,0,0,0.132686894869266,1.66387188542243
1164,F849BA54-D8F6-4AB6-93F7-E543C5D9353F,,,ALPINE CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALPINE,TX,,5FD0AD71-0861-444B-A2D7-40EA3983F99F,0,0,0,1,0,0,0.0492246867324866,0.890184192678388
1165,5FC3A329-4457-479D-8571-15EC779315C6,,,ALTOONA CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIVIL,,L,,1,0,H24,,,,,ALTOONA,PA,,,0,0,0,1,1,0,0.159291311565084,1.4444796635609
1166,A8D4D35F-964E-451A-8B7F-82FB3287794E,,,ALTURAS CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALTURAS,CA,,325FDB1A-1ED6-4F02-A919-706CE0435F67,0,0,0,1,0,1,0.104464698942593,1.3195732446508
1167,9185D35B-9DF3-4C60-BFCC-B2DA5748F005,,,ALTURAS CLASS E5,AA,-9998,,,,1200,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALTURAS,CA,,325FDB1A-1ED6-4F02-A919-706CE0435F67,0,0,0,1,0,1,0.460763889102509,2.65516947874629
1168,8418735F-16C2-446F-AF7C-8C2AD7B6487E,,,ALTUS CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALTUS,OK,,39FC4521-721D-4BF7-A67F-739D45AF57E8,0,0,0,1,0,0,0.216104764375814,2.34038265408825
1169,3C3FB96A-EB62-4CC3-AA9A-0777A869836B,,,ALVA CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,ALVA,OK,,86BBDB2B-EA62-4F7C-9C4D-398429B6D7DD,0,0,0,1,0,0,0.0477951476434555,0.811770964946168
1170,95419BD6-90B3-4F7A-B8BD-999F031801E2,,,AMARILLO CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,AMARILLO,TX,,F857C61E-08EE-40A7-B902-CEBBC389C21E,0,0,0,1,0,0,0.376728358211949,2.48801361755703
1171,FD6E3A77-55BD-49D2-A0C2-EE7747D59E95,,,AMBLER CLASS E5,AA,-9998,,,,700,FT,SFC,CLASS,CLASS_E5,E,CIV,,L,,1,0,H24,,,,,AMBLER,AK,,D8C863A6-4548-4C0D-B257-BE898E5E338B,0,0,1,0,0,0,0.0945154450646442,1.30130614081011
