OBJECTID,GLOBAL_ID,IDENT,ICAO_ID,NAME,UPPER_DESC,UPPER_VAL,UPPER_UOM,UPPER_CODE,LOWER_DESC,LOWER_VAL,LOWER_UOM,LOWER_CODE,TYPE_CODE,LOCAL_TYPE,CLASS,MIL_CODE,COMM_NAME,LEVEL_,SECTOR,ONSHORE,EXCLUSION,WKHR_CODE,WKHR_RMK,DST,GMTOFFSET,CONT_AGENT,CITY,STATE,COUNTRY,ADHP_ID,US_HIGH,AK_HIGH,AK_LOW,US_LOW,US_AREA,PACIFIC,Shape__Area,Shape__Length
75,4B6204A5-B315-4A3E-88C8-2099A1B00D1A,DFW,KDFW,DALLAS CLASS B,TI,11000,FT,MSL,,2000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA B,1,0,H24,,,,,DALLAS,TX,,B371E693-B91F-40ED-ABB1-628EFE9D3111,0,0,0,1,1,0,0.0418933736539202,1.75738504366051
76,BEACAB57-D7A2-41CB-BDCC-3AB804FA86E7,DFW,KDFW,DALLAS CLASS B,TI,11000,FT,MSL,,2000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA C,1,0,H24,,,,,DALLAS,TX,,B371E693-B91F-40ED-ABB1-628EFE9D3111,0,0,0,1,1,0,0.00369217020352153,0.419173088328269
77,A3AEDBB1-9798-4EF7-A161-DB687FD6E917,DFW,KDFW,DALLAS CLASS B,TI,11000,FT,MSL,,2000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA D,1,0,H24,,,,,DALLAS,TX,,B371E693-B91F-40ED-ABB1-628EFE9D3111,0,0,0,1,1,0,0.0129847343691836,0.465344007589657
78,E049AEF2-ACF5-4011-B6B3-DFC415CD10F3,DFW,KDFW,DALLAS CLASS B,TI,11000,FT,MSL,,2500,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA E,1,0,H24,,,,,DALLAS,TX,,B371E693-B91F-40ED-ABB1-628EFE9D3111,0,0,0,1,1,0,0.00765879454706919,0.380757222323043
79,5F6B3504-0A34-4D96-AC02-5272916C8194,DFW,KDFW,DALLAS CLASS B,TI,11000,FT,MSL,,2500,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA F,1,0,H24,,,,,DALLAS,TX,,B371E693-B91F-40ED-ABB1-628EFE9D3111,0,0,0,1,1,0,0.00976218528012396,0.474421715784733
80,B34B91DA-31F4-4607-8BF0-E7F39D33507F,DFW,KDFW,DALLAS CLASS B,TI,11000,FT,MSL,,3000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA G,1,0,H24,,,,,DALLAS,TX,,B371E693-B91F-40ED-ABB1-628EFE9D3111,0,0,0,1,1,0,0.0936024208047002,1.82988777424032
81,FC66A2B8-0012-4F71-A8D8-1CB7B88578B7,DFW,KDFW,DALLAS CLASS B,TI,11000,FT,MSL,,3000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA H,1,0,H24,,,,,DALLAS,TX,,B371E693-B91F-40ED-ABB1-628EFE9D3111,0,0,0,1,1,0,0.0967090914602977,1.87000620923331
82,783BEF69-9369-42D1-8A26-D925EBBE4EBD,DFW,KDFW,DALLAS CLASS B,TI,11000,FT,MSL,,3000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA I,1,0,H24,,,,,DALLAS,TX,,B371E693-B91F-40ED-ABB1-628EFE9D3111,0,0,0,1,1,0,0.0146974179094741,0.501119649273448
83,A8D70A0C-1CD8-4D18-B93F-5E0B751542A9,DFW,KDFW,DALLAS CLASS B,TI,11000,FT,MSL,,4000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA J,1,0,H24,,,,,DALLAS,TX,,B371E693-B91F-40ED-ABB1-628EFE9D3111,0,0,0,1,1,0,0.685822511129572,3.43820916039403
84,D9B27234-64C8-44E8-A4DF-B87AEE525BDD,DFW,KDFW,DALLAS CLASS B,TI,10000,FT,MSL,,4000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA K,1,0,H24,,,,,DALLAS,TX,,B371E693-B91F-40ED-ABB1-628EFE9D3111,0,0,0,1,1,0,0.038768355811726,1.53770139680855
85,EDC99A86-B9DB-4EC7-A358-380B5CC6FD3A,DFW,KDFW,DALLAS CLASS B,TI,10000,FT,MSL,,4000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA L,1,0,H24,,,,,DALLAS,TX,,B371E693-B91F-40ED-ABB1-628EFE9D3111,0,0,0,1,1,0,0.072657667811427,1.68340670322125
86,F29FFD9E-FB86-4E96-B720-6E34F197A6B4,DFW,KDFW,DALLAS CLASS B,TI,11000,FT,MSL,,5000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA M,1,0,H24,,,,,DALLAS,TX,,B371E693-B91F-40ED-ABB1-628EFE9D3111,0,0,0,1,1,0,0.072648845322874,1.93158006768556
87,C824CF09-E8BA-401C-85BF-63E197EF940C,DFW,KDFW,DALLAS CLASS B,TI,11000,FT,MSL,,6000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA N,1,0,H24,,,,,DALLAS,TX,,B371E693-B91F-40ED-ABB1-628EFE9D3111,0,0,0,1,1,0,0.0331104545543894,1.01003342735356
88,ABD34C7F-33B5-49C3-90DD-B025D00EFA72,DEN,KDEN,DENVER CLASS B,TI,12000,FT,MSL,,0,FT,SFC,CLASS,CLASS_B,B,CIV,,L,AREA A,1,0,H24,,,,,DENVER,CO,,0E6F2D50-AF47-445C-BE2A-B163C1F6EB04,0,0,0,1,1,0,0.0729405961301381,1.16741035862766
89,04C21E61-CF9B-4A51-A04F-8D3881A151A2,DEN,KDEN,DENVER CLASS B,TI,12000,FT,MSL,,7500,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA B,1,0,H24,,,,,DENVER,CO,,0E6F2D50-AF47-445C-BE2A-B163C1F6EB04,0,0,0,1,1,0,0.0130582466676969,0.527118698002034
90,E189DE93-DBAE-4BDC-84B3-519E2CE4ADA0,DEN,KDEN,DENVER CLASS B,TI,12000,FT,MSL,,6500,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA C,1,0,H24,,,,,DENVER,CO,,0E6F2D50-AF47-445C-BE2A-B163C1F6EB04,0,0,0,1,1,0,0.0103944491074799,0.427708224678318
91,64B99292-3084-49C3-A8C9-9904B329FF88,DEN,KDEN,DENVER CLASS B,TI,12000,FT,MSL,,7000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA D,1,0,H24,,,,,DENVER,CO,,0E6F2D50-AF47-445C-BE2A-B163C1F6EB04,0,0,0,1,1,0,0.0158351044347,0.521036764594025
92,B32F5728-E5AB-4912-A5CD-3D696645C5FD,DEN,KDEN,DENVER CLASS B,TI,12000,FT,MSL,,8000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA E,1,0,H24,,,,,DENVER,CO,,0E6F2D50-AF47-445C-BE2A-B163C1F6EB04,0,0,0,1,1,0,0.226718305339546,3.75254082013277
93,B5D2F957-DD86-4660-8CD3-C1C45A4F120B,DEN,KDEN,DENVER CLASS B,TI,12000,FT,MSL,,7000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA F,1,0,H24,,,,,DENVER,CO,,0E6F2D50-AF47-445C-BE2A-B163C1F6EB04,0,0,0,1,1,0,0.0255685471361176,0.717843017635281
94,2771D884-A9D0-4553-B059-5AA117F0808E,DEN,KDEN,DENVER CLASS B,TI,12000,FT,MSL,,6000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA G,1,0,H24,,,,,DENVER,CO,,0E6F2D50-AF47-445C-BE2A-B163C1F6EB04,0,0,0,1,1,0,0.023147443533162,0.721150677218711
95,1233CA36-A7D5-4130-8781-84113380319B,DEN,KDEN,DENVER CLASS B,TI,12000,FT,MSL,,7000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA H,1,0,H24,,,,,DENVER,CO,,0E6F2D50-AF47-445C-BE2A-B163C1F6EB04,0,0,0,1,1,0,0.0268219044041871,0.738505055975066
96,0C497711-B5D8-46B3-BA89-40A88134AD81,DEN,KDEN,DENVER CLASS B,TI,12000,FT,MSL,,7000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA J,1,0,H24,,,,,DENVER,CO,,0E6F2D50-AF47-445C-BE2A-B163C1F6EB04,0,0,0,1,1,0,0.030949628984672,0.909076829213553
97,3D7C2E92-09D4-40BF-8790-1F5E36566905,DEN,KDEN,DENVER CLASS B,TI,12000,FT,MSL,,10000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA K,1,0,H24,,,,,DENVER,CO,,0E6F2D50-AF47-445C-BE2A-B163C1F6EB04,0,0,0,1,1,0,0.0577595303093403,0.966375500635687
98,D206BDE3-F49D-4EB5-88E4-59C5748C073D,DEN,KDEN,DENVER CLASS B,TI,12000,FT,MSL,,9000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA L,1,0,H24,,,,,DENVER,CO,,0E6F2D50-AF47-445C-BE2A-B163C1F6EB04,0,0,0,1,1,0,0.0736483984655933,1.241824781001
99,F267FD22-AC36-463F-B8A1-4441A6B78143,DEN,KDEN,DENVER CLASS B,TI,12000,FT,MSL,,10000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA M,1,0,H24,,,,,DENVER,CO,,0E6F2D50-AF47-445C-BE2A-B163C1F6EB04,0,0,0,1,1,0,0.205943968040174,2.45697960152945
100,D9B1D57D-2EF4-43A9-B4B9-099B0B342FDE,DEN,KDEN,DENVER CLASS B,TI,12000,FT,MSL,,8000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA N,1,0,H24,,,,,DENVER,CO,,0E6F2D50-AF47-445C-BE2A-B163C1F6EB04,0,0,0,1,1,0,0.0886318720545205,1.40368041724302
101,ECBF9383-9FB2-422D-871D-A0C0088B4ECE,DEN,KDEN,DENVER CLASS B,TI,12000,FT,MSL,,10000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA P,1,0,H24,,,,,DENVER,CO,,0E6F2D50-AF47-445C-BE2A-B163C1F6EB04,0,0,0,1,1,0,0.0347786872275719,0.756639039925389
102,C45ADB90-A1C4-43D3-8A66-1CFBBC6E9236,DTW,KDTW,DETROIT CLASS B,TI,10000,FT,MSL,,0,FT,SFC,CLASS,CLASS_B,B,CIV,,L,AREA A,1,0,H24,,,,,DETROIT,MI,,90EDCD5B-D722-42A8-9139-35812BECEF2E,0,0,0,1,1,0,0.0612476540484295,0.995563611968875
103,18E5A265-A3B4-46CB-BAA5-7EE195C8C420,DTW,KDTW,DETROIT CLASS B,TI,10000,FT,MSL,,2500,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA B,1,0,H24,,,,,DETROIT,MI,,90EDCD5B-D722-42A8-9139-35812BECEF2E,0,0,0,1,1,0,0.0282388432462994,1.59332750399042
104,047A943C-A973-41F4-992A-8C619726E159,DTW,KDTW,DETROIT CLASS B,TI,10000,FT,MSL,,3000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA C,1,0,H24,,,,,DETROIT,MI,,90EDCD5B-D722-42A8-9139-35812BECEF2E,0,0,0,1,1,0,0.344860711493766,2.46057945992146
105,BC5A6044-346F-4764-B5C1-EDF17D91084C,DTW,KDTW,DETROIT CLASS B,TI,10000,FT,MSL,,3500,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA D,1,0,H24,,,,,DETROIT,MI,,90EDCD5B-D722-42A8-9139-35812BECEF2E,0,0,0,1,1,0,0.0273892896132111,0.72816063245646
106,A2077D10-63FC-46CA-AF54-440C0169C0A3,DTW,KDTW,DETROIT CLASS B,TI,10000,FT,MSL,,3500,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA E,1,0,H24,,,,,DETROIT,MI,,90EDCD5B-D722-42A8-9139-35812BECEF2E,0,0,0,1,1,0,0.0460709482620132,1.26232624489848
107,6909426E-9C67-4551-A921-E76BB368F662,DTW,KDTW,DETROIT CLASS B,TI,10000,FT,MSL,,4000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA F,1,0,H24,,,,,DETROIT,MI,,90EDCD5B-D722-42A8-9139-35812BECEF2E,0,0,0,1,1,0,0.185614926326252,4.23479776279152
108,39BE8D77-AABB-408E-9326-F8D86AE0C1D3,DTW,KDTW,DETROIT CLASS B,TI,10000,FT,MSL,,6000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA G,1,0,H24,,,,,DETROIT,MI,,90EDCD5B-D722-42A8-9139-35812BECEF2E,0,0,0,1,0,0,0.0255522906379611,1.13267189541335
109,E04DE874-11D4-41B6-ACAE-D74FA1449F1D,DTW,KDTW,DETROIT CLASS B,TI,10000,FT,MSL,,6000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA H,1,0,H24,,,,,DETROIT,MI,,90EDCD5B-D722-42A8-9139-35812BECEF2E,0,0,0,1,1,0,0.206248007902104,4.18953579096882
110,34F546B3-F0BD-4811-8786-2559697DFE0D,DTW,KDTW,DETROIT CLASS B,TI,10000,FT,MSL,,9000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA I,1,0,H24,,,,,DETROIT,MI,,90EDCD5B-D722-42A8-9139-35812BECEF2E,0,0,0,1,0,0,0.04606744041007,1.41759938516197
111,7063D2F7-5056-4F27-9DDA-B51325DC5EC6,HNL,PHNL,HONOLULU CLASS B,TI,9000,FT,MSL,,0,FT,SFC,CLASS,CLASS_B,B,CIV,,L,AREA A,1,0,H24,,,,,HONOLULU,HI,,5B4DC1E6-846B-4FA9-AC56-95D841B38CE6,0,0,0,0,0,1,0.0175519165838978,0.566990975835037
112,10CC79AC-231D-451F-8614-89E004D89074,HNL,PHNL,HONOLULU CLASS B,TI,9000,FT,MSL,,1500,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA B,1,0,H24,,,,,HONOLULU,HI,,5B4DC1E6-846B-4FA9-AC56-95D841B38CE6,0,0,0,0,0,1,0.0020276317140997,0.192135031848761
113,95513B1E-3A09-427B-8C2E-6EF3666BF811,HNL,PHNL,HONOLULU CLASS B,TI,9000,FT,MSL,,4000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA C,1,0,H24,,,,,HONOLULU,HI,,5B4DC1E6-846B-4FA9-AC56-95D841B38CE6,0,0,0,0,0,1,0.0100033755225013,0.425287694876936
114,4802A9E0-6825-4B02-AD9E-EBC82A55F48C,HNL,PHNL,HONOLULU CLASS B,TI,9000,FT,MSL,,1000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA D,1,0,H24,,,,,HONOLULU,HI,,5B4DC1E6-846B-4FA9-AC56-95D841B38CE6,0,0,0,0,0,1,0.0208268367218807,0.587570943210989
115,481008A8-4877-42E6-82E7-37CD5FD61747,HNL,PHNL,HONOLULU CLASS B,TI,9000,FT,MSL,,1500,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA E,1,0,H24,,,,,HONOLULU,HI,,5B4DC1E6-846B-4FA9-AC56-95D841B38CE6,0,0,0,0,0,1,0.0484029578283298,0.91725161303839
116,8A2887D1-A082-473D-B7FC-618E928D60C1,HNL,PHNL,HONOLULU CLASS B,TI,9000,FT,MSL,,2000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA F,1,0,H24,,,,,HONOLULU,HI,,5B4DC1E6-846B-4FA9-AC56-95D841B38CE6,0,0,0,0,0,1,0.06055667384976,1.5937901868335
117,5FA621F7-AB47-4B3F-BBEE-9D54FEB41D44,HNL,PHNL,HONOLULU CLASS B,TI,9000,FT,MSL,,3000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA G,1,0,H24,,,,,HONOLULU,HI,,5B4DC1E6-846B-4FA9-AC56-95D841B38CE6,0,0,0,0,0,1,0.0348363274256371,0.860785670367691
118,0A21B7AC-71B2-43C9-A7DB-0213F14A0DAA,HNL,PHNL,HONOLULU CLASS B,TI,9000,FT,MSL,,2200,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA H,1,0,H24,,,,,HONOLULU,HI,,5B4DC1E6-846B-4FA9-AC56-95D841B38CE6,0,0,0,0,0,1,0.00451005791592252,0.329808594071899
119,DBFBCAA1-C8AB-431A-BE76-83B5696DA720,HNL,PHNL,HONOLULU CLASS B,TI,9000,FT,MSL,,1900,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA I,1,0,H24,,,,,HONOLULU,HI,,5B4DC1E6-846B-4FA9-AC56-95D841B38CE6,0,0,0,0,0,1,0.000454376477364349,0.0870527160473127
120,4F462420-2645-4615-BBFE-03C5C68DB8A8,HNL,PHNL,HONOLULU CLASS B,TI,9000,FT,MSL,,1600,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA J,1,0,H24,,,,,HONOLULU,HI,,5B4DC1E6-846B-4FA9-AC56-95D841B38CE6,0,0,0,0,0,1,0.000500338298479619,0.0909611717652848
121,312CBFAE-8256-42A8-AAFE-C86694D6B293,IAH,KIAH,HOUSTON CLASS B,TI,10000,FT,MSL,,0,FT,SFC,CLASS,CLASS_B,B,CIV,,L,AREA A,1,0,H24,,,,,HOUSTON,TX,,64E25960-75A0-495F-95BF-C92621C6B448,0,0,0,1,0,0,0.0666533456917477,0.992303423279144
122,AA1DDBD1-87FC-4E03-BE9B-D7987602B331,IAH,KIAH,HOUSTON CLASS B,TI,10000,FT,MSL,,0,FT,SFC,CLASS,CLASS_B,B,CIV,,L,AREA A,1,0,H24,,,,,HOUSTON,TX,,1836AD48-E874-4A76-AF8B-2B469D143973,0,0,0,1,0,0,0.0475244031702005,0.909361403724171
123,D6001E5C-3C7C-47D1-87FB-B250C646102B,IAH,KIAH,HOUSTON CLASS B,TI,10000,FT,MSL,,2000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA B,1,0,H24,,,,,HOUSTON,TX,,64E25960-75A0-495F-95BF-C92621C6B448,0,0,0,1,0,0,0.427486936026298,2.92068185432215
124,8C55E985-5FE8-430C-8F8B-3FF2E6836288,IAH,KIAH,HOUSTON CLASS B,TI,10000,FT,MSL,,3000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA C,1,0,H24,,,,,HOUSTON,TX,,64E25960-75A0-495F-95BF-C92621C6B448,0,0,0,1,0,0,0.0182979303613138,0.635493346697143
125,65A50151-A643-482F-B9AB-0A07E9A7FF74,IAH,KIAH,HOUSTON CLASS B,TI,10000,FT,MSL,,3000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA C,1,0,H24,,,,,HOUSTON,TX,,64E25960-75A0-495F-95BF-C92621C6B448,0,0,0,1,0,0,0.0555646017014624,0.993776959726909
126,B3FF1D6A-E6F5-4134-83ED-E5693D1C655B,IAH,KIAH,HOUSTON CLASS B,TI,10000,FT,MSL,,3000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA C,1,0,H24,,,,,HOUSTON,TX,,64E25960-75A0-495F-95BF-C92621C6B448,0,0,0,1,0,0,0.0539671204398928,1.48376247089221
127,36CF3819-081E-4EAE-85E2-2AB8795BEAA2,IAH,KIAH,HOUSTON CLASS B,TI,10000,FT,MSL,,3000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA C,1,0,H24,,,,,HOUSTON,TX,,64E25960-75A0-495F-95BF-C92621C6B448,0,0,0,1,0,0,0.0555683509805931,0.993732671499723
128,4C66E9C9-3021-40E4-B8DA-837EFBA6BDC3,IAH,KIAH,HOUSTON CLASS B,TI,10000,FT,MSL,,3000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA C,1,0,H24,,,,,HOUSTON,TX,,1836AD48-E874-4A76-AF8B-2B469D143973,0,0,0,1,0,0,0.0192695320031362,0.61172115377066
129,FACE4AB1-2710-4835-A51F-EBC6C69C8F6A,IAH,KIAH,HOUSTON CLASS B,TI,10000,FT,MSL,,3000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA C,1,0,H24,,,,,HOUSTON,TX,,1836AD48-E874-4A76-AF8B-2B469D143973,0,0,0,1,0,0,0.0191350548809623,0.626446408535156
130,B772C83E-52A5-411B-A13F-FCE18B04C920,IAH,KIAH,HOUSTON CLASS B,TI,10000,FT,MSL,,4000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA D,1,0,H24,,,,,HOUSTON,TX,,64E25960-75A0-495F-95BF-C92621C6B448,0,0,0,1,0,0,0.0618358431017896,1.09983486934303
131,0D87FAB8-1A18-4998-A62E-10746374EC52,IAH,KIAH,HOUSTON CLASS B,TI,10000,FT,MSL,,4000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA D,1,0,H24,,,,,HOUSTON,TX,,1836AD48-E874-4A76-AF8B-2B469D143973,0,0,0,1,0,0,0.0221164225849861,0.674331691946397
132,A520B80E-A6A0-4E42-A908-726539032F5F,IAH,KIAH,HOUSTON CLASS B,TI,10000,FT,MSL,,4000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA D,1,0,H24,,,,,HOUSTON,TX,,1836AD48-E874-4A76-AF8B-2B469D143973,0,0,0,1,0,0,0.0932112587076972,2.09238660509563
133,832F5563-6ED6-466B-B1BE-AB8DEF028E0D,IAH,KIAH,HOUSTON CLASS B,TI,10000,FT,MSL,,4000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA D,1,0,H24,,,,,HOUSTON,TX,,64E25960-75A0-495F-95BF-C92621C6B448,0,0,0,1,0,0,0.185373350822147,2.53822339233513
134,9DF3ACB4-0D0C-48EE-BFFE-B81F778F59D3,IAH,KIAH,HOUSTON CLASS B,TI,10000,FT,MSL,,2500,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA E,1,0,H24,,,,,HOUSTON,TX,,1836AD48-E874-4A76-AF8B-2B469D143973,0,0,0,1,0,0,0.00221442620022572,0.231565879293506
135,4C7F08F0-D894-4601-9618-04A9CA5192C6,MCI,KMCI,KANSAS CITY CLASS B,TI,8000,FT,MSL,,0,FT,SFC,CLASS,CLASS_B,B,CIVIL,,L,AREA A,1,0,H24,,,,,KANSAS CITY,MO,,6E268EEB-B635-4E6B-B2D4-38211AD6F5CA,0,0,0,1,1,0,0.0368852681147018,0.763049042867267
136,07D24061-D0E1-4F80-B8B1-5AEF1024A830,MCI,KMCI,KANSAS CITY CLASS B,TI,8000,FT,MSL,,2400,FT,MSL,CLASS,CLASS_B,B,CIVIL,,L,AREA B,1,0,H24,,,,,KANSAS CITY,MO,,6E268EEB-B635-4E6B-B2D4-38211AD6F5CA,0,0,0,1,1,0,0.0713056564409271,1.9963869297825
137,975A5CC4-77D2-4852-93FC-8D7C4A468154,MCI,KMCI,KANSAS CITY CLASS B,TI,8000,FT,MSL,,3000,FT,MSL,CLASS,CLASS_B,B,CIVIL,,L,AREA C,1,0,H24,,,,,KANSAS CITY,MO,,6E268EEB-B635-4E6B-B2D4-38211AD6F5CA,0,0,0,1,1,0,0.119214414728049,2.76303759797441
138,43F36C64-12A8-4272-8705-9D3594CF55F8,MCI,KMCI,KANSAS CITY CLASS B,TI,8000,FT,MSL,,4000,FT,MSL,CLASS,CLASS_B,B,CIVIL,,L,AREA D,1,0,H24,,,,,KANSAS CITY,MO,,6E268EEB-B635-4E6B-B2D4-38211AD6F5CA,0,0,0,1,1,0,0.222650669837776,4.25943138354694
139,596F9FF2-766A-4CC9-B8F8-50732FB6AE58,LAS,KLAS,LAS VEGAS CLASS B,TI,10000,FT,MSL,,0,FT,SFC,CLASS,CLASS_B,B,CIV,,L,AREA A,1,0,H24,,,,,LAS VEGAS,NV,,FFAE2022-BD69-475C-801F-3C80B7FCB36B,0,0,0,1,0,1,0.0942231433109555,1.61787208058516
140,DD6DBD15-5DEC-4D75-96EC-44D0EE5E53E3,LAS,KLAS,LAS VEGAS CLASS B,TI,10000,FT,MSL,,4500,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA B,1,0,H24,,,,,LAS VEGAS,NV,,FFAE2022-BD69-475C-801F-3C80B7FCB36B,0,0,0,1,0,1,0.030305457317354,0.792410423878289
141,420F65AC-6187-43A7-8BD0-192F7CF4BA4F,LAS,KLAS,LAS VEGAS CLASS B,TI,10000,FT,MSL,,6000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA C,1,0,H24,,,,,LAS VEGAS,NV,,FFAE2022-BD69-475C-801F-3C80B7FCB36B,0,0,0,1,0,1,0.0287443239985805,0.694862573430068
142,BFA2D3AB-783F-436A-9090-858655E7FD62,LAS,KLAS,LAS VEGAS CLASS B,TI,10000,FT,MSL,,6500,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA D,1,0,H24,,,,,LAS VEGAS,NV,,FFAE2022-BD69-475C-801F-3C80B7FCB36B,0,0,0,1,0,1,0.026149404914122,0.651026036178335
143,DB4C7079-7CF6-48F5-89DA-A344DE465ABF,LAS,KLAS,LAS VEGAS CLASS B,TI,10000,FT,MSL,,6000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA E,1,0,H24,,,,,LAS VEGAS,NV,,FFAE2022-BD69-475C-801F-3C80B7FCB36B,0,0,0,1,0,1,0.0246451132907168,0.743772588578512
144,200F60AB-0712-4774-9215-0AC2AF59F232,LAS,KLAS,LAS VEGAS CLASS B,TI,10000,FT,MSL,,7000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA F,1,0,H24,,,,,LAS VEGAS,NV,,FFAE2022-BD69-475C-801F-3C80B7FCB36B,0,0,0,1,0,1,0.0261234087574849,0.775700753933111
145,30A2B575-C9C0-4BD8-9D93-9049089A82D9,LAS,KLAS,LAS VEGAS CLASS B,TI,10000,FT,MSL,,5000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA G,1,0,H24,,,,,LAS VEGAS,NV,,FFAE2022-BD69-475C-801F-3C80B7FCB36B,0,0,0,1,0,1,0.0409356976310846,1.20420701024611
146,7FC9CA2D-9BE9-4BF3-A77B-4C9021F6AD76,LAS,KLAS,LAS VEGAS CLASS B,TI,10000,FT,MSL,,4000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA H,1,0,H24,,,,,LAS VEGAS,NV,,FFAE2022-BD69-475C-801F-3C80B7FCB36B,0,0,0,1,0,1,0.0104745660587469,0.626077599617721
147,B681DD07-2F78-4A16-A92B-0BCBDCC17B8A,LAS,KLAS,LAS VEGAS CLASS B,TI,10000,FT,MSL,,4500,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA I,1,0,H24,,,,,LAS VEGAS,NV,,FFAE2022-BD69-475C-801F-3C80B7FCB36B,0,0,0,1,0,1,0.01389141474192,0.573796378802138
148,967D91B4-1A0E-42BF-9CA3-6506F5AFA3B8,LAS,KLAS,LAS VEGAS CLASS B,TI,10000,FT,MSL,,5000,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA J,1,0,H24,,,,,LAS VEGAS,NV,,FFAE2022-BD69-475C-801F-3C80B7FCB36B,0,0,0,1,0,1,0.00889730375229192,0.406070466872195
149,FD0FBD15-4568-4627-BB4B-385897EA93D6,LAS,KLAS,LAS VEGAS CLASS B,TI,10000,FT,MSL,,6500,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA K,1,0,H24,,,,,LAS VEGAS,NV,,FFAE2022-BD69-475C-801F-3C80B7FCB36B,0,0,0,1,0,1,0.0290986293357491,0.908667428272346
150,3393DFFE-B971-4DD9-AEDA-D2F00A42A4E3,LAS,KLAS,LAS VEGAS CLASS B,TI,10000,FT,MSL,,7500,FT,MSL,CLASS,CLASS_B,B,CIV,,L,AREA L,1,0,H24,,,,,LAS VEGAS,NV,,FFAE2022-BD69-475C-801F-3C80B7FCB36B,0,0,0,1,0,1,0.104380982780185,1.49659385191733
