OBJECTID,FAA_ID,ICAO_ID,DESIGNATOR,SURFACE,TWY_OPER,Shape__Area,Shape__Length
901,TPA,KTPA,C1,1,2,1.80420310802454e-07,0.00215225260888573
902,TPA,KTPA,C2,1,2,2.11231040304904e-07,0.00265688396673023
903,TPA,KTPA,C_C1,1,2,2.45703699757599e-07,0.0020025829669433
904,TPA,KTPA,C_C2,1,2,3.4867481084333e-07,0.00237562255002363
905,TPA,KTPA,S,1,2,2.27051674340367e-07,0.00252962652801724
906,TPA,KTPA,C3,1,2,2.25905024950346e-07,0.00254965159826849
907,PBI,KPBI,R1,1,2,6.06817328208803e-08,0.00123851017617749
908,PBI,KPBI,R,1,2,4.61036352879252e-08,0.000884138403455949
909,PBI,KPBI,G_G2,1,2,1.77185938809998e-07,0.00171253237128031
910,PBI,KPBI,G,1,2,2.0273614609323e-07,0.002511978078443
911,PBI,KPBI,H,1,2,6.50379661237821e-08,0.00107497569882317
912,MAF,KMAF,V,1,2,3.32528770741192e-07,0.0050418781729256
913,TPA,KTPA,D_D3,1,2,3.03142919906921e-07,0.00231455697045345
914,TPA,KTPA,C,1,2,1.45261633272345e-07,0.00206071080544243
915,TPA,KTPA,C_C3,1,2,3.13625280697061e-07,0.00233747255710027
916,TPA,KTPA,C_S,1,2,3.25312550467083e-07,0.00237189252729232
917,TPA,KTPA,D,1,2,1.49715331533226e-07,0.00230785958051721
918,TPA,KTPA,E,1,2,1.52517341511435e-07,0.00226060850806497
919,PBI,KPBI,R,1,2,2.47982825385407e-08,0.000682406556967202
920,PBI,KPBI,R6,1,2,3.22402229357976e-08,0.000741866653279808
921,PBI,KPBI,R4,1,2,5.24395555694113e-08,0.00113672487448967
922,PBI,KPBI,R,1,2,5.30171746504493e-08,0.000939087699751146
923,PBI,KPBI,R_R4,1,2,6.16312263446162e-08,0.00112728721442852
924,PBI,KPBI,R5,1,2,3.65021151083056e-08,0.000800841641237014
925,PBI,KPBI,R_R5,1,2,4.22546690970194e-08,0.000902244604508156
926,EWR,KEWR,M,1,2,1.68785981219388e-07,0.00215570699224623
927,EWR,KEWR,M,1,2,8.59795932228735e-08,0.0012586271097572
928,EWR,KEWR,EE,1,2,4.80684093417949e-07,0.00442378938245263
929,EWR,KEWR,M_EE,1,2,2.10302382806782e-07,0.00194472551113135
930,EWR,KEWR,EE,1,2,1.53910668217183e-07,0.001991767082318
931,EWR,KEWR,W1,1,2,2.04994481636106e-07,0.00243083790622136
932,EWR,KEWR,W2,1,2,3.94472783122463e-07,0.00469840076588979
933,PBI,KPBI,R,1,2,2.57348347076913e-07,0.00483095929528977
934,JFK,KJFK,K,1,2,5.38329452005187e-08,0.00110913678206432
935,EWR,KEWR,RM,1,2,2.12457976229291e-07,0.00243937859040096
936,JFK,KJFK,B,1,2,9.82604049210023e-07,0.00847535234186834
937,JFK,KJFK,EA,1,2,1.05339434860671e-07,0.00150451456951946
938,JFK,KJFK,A,1,2,1.75954667044897e-07,0.00192383528007227
939,JFK,KJFK,A,1,2,3.22094802461537e-07,0.00326133413202242
940,JFK,KJFK,A_EA,1,2,3.25970707912293e-07,0.00225684145377315
941,JFK,KJFK,U2,1,2,2.58608545620521e-07,0.00244078524972607
942,JFK,KJFK,U3,1,2,2.66966436126073e-07,0.00252703548406035
943,JFK,KJFK,U,1,2,1.33404476125601e-07,0.00154011372107514
944,JFK,KJFK,U_U1,1,2,2.92832748811575e-07,0.00212541110077671
945,JFK,KJFK,EA,1,2,9.3025712796747e-08,0.00141930879161132
946,JFK,KJFK,B_E,1,2,2.70270188467217e-07,0.00249190644744884
947,JFK,KJFK,B_EA,1,2,3.29038975901584e-07,0.0022919372204192
948,JFK,KJFK,YA,1,2,9.91248479342236e-08,0.00166073866117747
949,PBI,KPBI,G_G3,1,2,5.88865987083409e-08,0.00106948611948569
950,JFK,KJFK,U,1,2,3.03329720685976e-07,0.00311173494604267
951,JFK,KJFK,U_U2,1,2,3.54960402825562e-07,0.00246181713919983
952,JFK,KJFK,U_U3,1,2,3.5212974172031e-07,0.00245362087812872
953,JFK,KJFK,HB,1,2,9.31529796780253e-08,0.00133596559831536
954,EWR,KEWR,Z_Z5,1,2,2.20490267308082e-07,0.00198687693979772
955,EWR,KEWR,Q,1,2,2.25201666841611e-07,0.00252400281530977
956,EWR,KEWR,S,1,2,2.57542353724466e-07,0.00291972519629163
957,EWR,KEWR,Z6,1,2,3.70544057659572e-08,0.000823654165631321
958,EWR,KEWR,Z,1,2,6.88219321042871e-08,0.0011138267778058
959,EWR,KEWR,S_Z_Z6,1,2,4.87384719322775e-07,0.00290526192007097
960,EWR,KEWR,Z,1,2,4.87337948953948e-08,0.000917907951826581
961,EWR,KEWR,Q_Z,1,2,2.85092850219743e-07,0.00210102304393382
962,EWR,KEWR,Z,1,2,1.94963158752642e-07,0.00206863128984928
963,EWR,KEWR,R,1,2,2.29923839772939e-07,0.00250897030521129
964,JFK,KJFK,B_D,1,2,5.86784476478905e-07,0.00324681323127601
965,JFK,KJFK,B_DB,1,2,6.24230314840617e-07,0.00364974868362697
966,JFK,KJFK,B,1,2,4.3622910295138e-07,0.00416127412554289
967,JFK,KJFK,B_GG,1,2,4.91576883858424e-07,0.0034130852450143
968,JFK,KJFK,B,1,2,1.86711087195313e-07,0.00204903334104262
969,JFK,KJFK,G,1,2,4.75287035003403e-07,0.00422450772135252
970,JFK,KJFK,B_G,1,2,6.35197235624232e-07,0.00330510611333231
971,JFK,KJFK,G,1,2,9.7334892455031e-08,0.00136192527750687
972,JFK,KJFK,G,1,2,1.25876561766439e-07,0.00173642577341357
973,MAF,KMAF,A,1,2,8.48105312204611e-07,0.00741167451561361
974,MAF,KMAF,A-V,1,2,1.22242918936671e-07,0.00148289372701389
975,MAF,KMAF,V,1,2,2.08605017203785e-08,0.000581065746946657
976,PBI,KPBI,R,1,2,3.27858515447588e-07,0.00612146169832194
977,JFK,KJFK,U1,1,2,2.52051639514778e-07,0.00226744811450909
978,EVV,KEVV,C_G,1,2,3.73065357654745e-07,0.00263894266930163
979,EVV,KEVV,UNK,1,2,3.09535040151601e-07,0.00284279552962313
980,JFK,KJFK,V,1,2,2.06813456537364e-07,0.00256146687195087
981,JFK,KJFK,C_V,1,2,3.04734983429603e-07,0.00263825430599198
982,JFK,KJFK,C,1,2,3.23975190854925e-07,0.00345617762747032
983,JFK,KJFK,C5,1,2,2.1405801567051e-07,0.0025640571053548
984,JFK,KJFK,C,1,2,2.53282451012637e-07,0.00281226280078966
985,JFK,KJFK,C5,1,2,7.80296958435844e-08,0.00127472536678573
986,JFK,KJFK,C_C5,1,2,5.39945338724757e-07,0.00395382746240498
987,MAF,KMAF,U,1,2,7.4649278758443e-08,0.00134710734472825
988,JFK,KJFK,B,1,2,4.63558038501122e-07,0.00399046762659293
989,JFK,KJFK,C3,1,2,2.90492387465882e-07,0.00287969016192506
990,JFK,KJFK,B_NC,1,2,3.57649850370872e-07,0.00265471911462221
991,JFK,KJFK,A,1,2,5.28443234669093e-07,0.00459173625725732
992,JFK,KJFK,NA,1,2,1.40016379665455e-07,0.00181016413899218
993,MAF,KMAF,A,1,2,3.59285877493676e-07,0.003944889632593
994,MAF,KMAF,A_U,1,2,1.01522800832754e-07,0.00128035322029485
995,MAF,KMAF,U,1,2,4.32160049967933e-08,0.000865694372167424
996,JFK,KJFK,B_NA,1,2,2.7879765429617e-07,0.00218160506617209
997,JFK,KJFK,B,1,2,4.46214479740692e-07,0.00466345441966355
998,JFK,KJFK,A,1,2,4.63044035603315e-07,0.00462532915691712
999,JFK,KJFK,A,1,2,6.81086287800461e-07,0.00552656047348521
1000,EWR,KEWR,R_Z,1,2,3.60823691276241e-07,0.00240483261760943
1001,EWR,KEWR,Z,1,2,1.46751426057358e-07,0.00166736797744241
1002,EWR,KEWR,Z,1,2,1.5892444970439e-07,0.00191733741977821
1003,EWR,KEWR,P,1,2,1.74191659825518e-07,0.00215469120850915
1004,HPN,KHPN,A,1,2,8.66173196251152e-07,0.00630779360502497
1005,HPN,KHPN,L,1,2,5.79862349074645e-07,0.00442905533120238
1006,JFK,KJFK,A,1,2,6.77392942920532e-07,0.00614302367494028
1007,EWR,KEWR,P_Z,1,2,3.63665413154884e-07,0.00253860637943332
1008,EWR,KEWR,Z,1,2,1.80308220944225e-07,0.00208024347448639
1009,EWR,KEWR,Z_Z8,1,2,3.20684120223846e-07,0.00242942121146216
1010,JFK,KJFK,A_G,1,2,5.71903233262915e-07,0.00296491020442845
1011,JFK,KJFK,C_C1,1,2,5.11507087814361e-07,0.0036575242871233
1012,JFK,KJFK,C,1,2,5.22603047697912e-07,0.00447532956714903
1013,JFK,KJFK,C2,1,2,1.48656454257434e-07,0.0019238583370722
1014,JFK,KJFK,F,1,2,1.66365430077919e-07,0.00192573953482622
1015,JFK,KJFK,F,1,2,4.98672183664884e-07,0.00415026049779624
1016,JFK,KJFK,A_F,1,2,5.92707916837344e-07,0.00310082342918617
1017,JFK,KJFK,B_F,1,2,6.38691397734925e-07,0.00323150817672074
1018,JFK,KJFK,A,1,2,8.86004945896413e-07,0.00784636569495554
1019,JFK,KJFK,B,1,2,7.79108533832326e-07,0.00653699330218112
1020,JFK,KJFK,C3,1,2,1.3084854799672e-07,0.00163101866348265
1021,JFK,KJFK,Q_Q1,1,2,4.38430177517046e-07,0.00342664258746929
1022,JFK,KJFK,Q2,1,2,1.25423628836996e-07,0.00170544553800498
1023,JFK,KJFK,S,1,2,1.20037479820238e-07,0.00169167542963166
1024,JFK,KJFK,B_S,1,2,4.35873152735029e-07,0.00253958583089338
1025,JFK,KJFK,A_SA,1,2,2.68960245267298e-07,0.00219096338238456
1026,JFK,KJFK,R_SB,1,2,5.7186532967054e-07,0.0029516195039437
1027,JFK,KJFK,R,1,2,1.21042010360747e-07,0.00162644604087479
1028,JFK,KJFK,B_R_SA,1,2,6.22760098093009e-07,0.00341878704984312
1029,JFK,KJFK,S_SC,1,2,2.97196911344666e-07,0.0021340938477856
1030,EWR,KEWR,EE,1,2,2.56524527781146e-07,0.00242079087233745
1031,EWR,KEWR,RH,1,2,7.37881087958456e-08,0.00139245586022272
1032,EWR,KEWR,A,1,2,8.23884471510628e-08,0.0013629988523021
1033,EWR,KEWR,RH,1,2,8.94280406641031e-08,0.00131360217922537
1034,EWR,KEWR,B,1,2,9.62158459519996e-08,0.0014050488571303
1035,EWR,KEWR,B_RH,1,2,2.35861890707581e-07,0.00196393711112236
1036,JFK,KJFK,P,1,2,1.8827561118831e-07,0.0020362739656252
1037,JFK,KJFK,PA,1,2,1.38834139283258e-07,0.00191598453840017
1038,JFK,KJFK,PA,1,2,1.7046388730603e-07,0.00183880060133624
1039,JFK,KJFK,P_PA,1,2,6.14230561667324e-07,0.00332538377204244
1040,JFK,KJFK,P,1,2,1.08568238219205e-06,0.00976596057715099
1041,JFK,KJFK,P,1,2,1.47892084300999e-07,0.00170173946552946
1042,LGA,KLGA,B,1,2,2.22286657748346e-07,0.0024261832777315
1043,EWR,KEWR,B_U,1,2,2.77808574714045e-07,0.00218141527013188
1044,EWR,KEWR,B_RK,1,2,3.9045415818964e-07,0.00293757728750344
1045,EWR,KEWR,U,1,2,6.69858413555532e-08,0.00144965223611627
1046,JFK,KJFK,E,1,2,9.65278559306171e-08,0.00128783088591036
1047,JFK,KJFK,E,1,2,1.27732846522122e-07,0.00148037029847053
1048,JFK,KJFK,C,1,2,1.33151817681074e-07,0.0014941402804529
1049,JFK,KJFK,C,1,2,1.17232275442802e-07,0.00146718174374163
1050,EWR,KEWR,A,1,2,1.24033186444479e-07,0.0018147601589853
1051,EWR,KEWR,U,1,2,1.34069883934301e-07,0.00157908449398784
1052,TEB,KTEB,Q_UNK,1,2,1.2825845514125e-07,0.00150111917217345
1053,TEB,KTEB,Q,1,2,1.79052010176872e-07,0.00248337308039897
1054,TEB,KTEB,A,1,2,8.52735503563407e-08,0.00137583517663614
1055,TEB,KTEB,A,1,2,1.08031971715605e-07,0.00162119081794839
1056,TEB,KTEB,A_V,1,2,1.86806876752155e-07,0.00187959616984888
1057,EWR,KEWR,A_RH,1,2,3.38336289873453e-07,0.00221954348973932
1058,EWR,KEWR,K,1,2,7.76450990690181e-08,0.00119378159162329
1059,EWR,KEWR,A,1,2,8.01249465674824e-08,0.0012750962775151
1060,PBI,KPBI,L5,1,2,3.48679577655275e-07,0.00338808204841599
1061,PBI,KPBI,L_G,1,2,3.87476733906822e-07,0.00285626284079244
1062,PBI,KPBI,G_H,1,2,1.85729049917427e-07,0.00176694723036821
1063,PBI,KPBI,G,1,2,2.47939624387072e-08,0.000738635831354358
1064,PBI,KPBI,G1,1,2,5.93363438383676e-08,0.00104120973937572
1065,EWR,KEWR,A_U,1,2,2.86477772626532e-07,0.0020518120545562
1066,EWR,KEWR,RJ,1,2,6.30806366889655e-08,0.00124375249176912
1067,EWR,KEWR,RJ,1,2,8.32578489345925e-08,0.00128152109710469
1068,EWR,KEWR,A,1,2,1.46841079870866e-07,0.00186990343109189
1069,TEB,KTEB,G,1,2,1.51240519207299e-07,0.00192444498659899
1070,JFK,KJFK,B_HB,1,2,2.82927142982066e-07,0.00216912286835635
1071,JFK,KJFK,A,1,2,4.29081838893008e-07,0.00436304681223394
1072,JFK,KJFK,B,1,2,4.45856256715664e-07,0.00431147920306566
1073,TEB,KTEB,L,1,2,6.93043602950638e-07,0.00746225724892709
1074,TEB,KTEB,L,1,2,4.26507444188651e-08,0.000950384269098061
1075,TEB,KTEB,C_L,1,2,1.16094831179893e-07,0.0013644507248358
1076,PBI,KPBI,G3,1,2,1.64804240750799e-07,0.00187998772561342
1077,EWR,KEWR,B_RJ,1,2,2.14216867777325e-07,0.0018472294455409
1078,JFK,KJFK,SB,1,2,1.71806984621686e-07,0.00197950441622312
1079,JFK,KJFK,SC,1,2,1.21935652845628e-07,0.00167291441092175
1080,JFK,KJFK,SD,1,2,9.69910161074949e-08,0.00144366002525818
1081,JFK,KJFK,SC,1,2,6.57267880191381e-08,0.00112094456145606
1082,JFK,KJFK,SD,1,2,6.68827358843438e-08,0.00109366820094887
1083,JFK,KJFK,H,1,2,3.15620618960492e-07,0.00344639219165299
1084,JFK,KJFK,B,1,2,2.192719866052e-07,0.00235585856551943
1085,JFK,KJFK,B_H,1,2,5.70473998283416e-07,0.0029877720373739
1086,JFK,KJFK,H,1,2,1.88365012516068e-07,0.0020712557512579
1087,JFK,KJFK,A,1,2,2.29490079300954e-07,0.00242052198308531
1088,JFK,KJFK,B,1,2,2.33142124335829e-07,0.00217507685595637
1089,JFK,KJFK,PE,1,2,1.87038677101035e-07,0.00183578767487961
1090,JFK,KJFK,PD,1,2,1.25851382135056e-07,0.0017627207882266
1091,TEB,KTEB,L,1,2,3.48195212676594e-07,0.00395912205315428
1092,TEB,KTEB,Q,1,2,8.17082081994158e-07,0.00908221376353662
1093,EWR,KEWR,A,1,2,8.97761711429745e-08,0.00127683701786189
1094,EWR,KEWR,B,1,2,9.08587688280837e-08,0.00137758558373429
1095,EWR,KEWR,RN,1,2,1.54275364060152e-07,0.00205868032748247
1096,JFK,KJFK,A,1,2,2.28657219754813e-07,0.00240360000839944
1097,JFK,KJFK,A_NB,1,2,5.12699423198379e-07,0.00278552255261346
1098,JFK,KJFK,A_NC,1,2,5.27926182830249e-07,0.00284564476276522
1099,JFK,KJFK,B,1,2,1.89108297267686e-07,0.00207746685714588
1100,JFK,KJFK,B_NB,1,2,2.82346114350391e-07,0.00228634530116675
1101,JFK,KJFK,H,1,2,4.76179610547911e-07,0.00506562741948134
1102,JFK,KJFK,J,1,2,1.41592800899024e-07,0.00161867506305388
1103,JFK,KJFK,Z,1,2,2.0702160404007e-07,0.00220120506610579
1104,JFK,KJFK,K1,1,2,2.32517641196583e-07,0.0025155397938037
1105,JFK,KJFK,PC,1,2,1.07611868960938e-07,0.0016342733917517
1106,JFK,KJFK,P,1,2,1.79566044153281e-07,0.00209056910276801
1107,JFK,KJFK,PC,1,2,1.84248512169471e-07,0.00195529823760243
1108,JFK,KJFK,P_PC,1,2,6.19373371429574e-07,0.00322485141515826
1109,EWR,KEWR,A_K,1,2,1.80432377961683e-07,0.00177657416444902
1110,EWR,KEWR,B_K,1,2,3.60950988485256e-07,0.00233424766532957
1111,EWR,KEWR,A_RN,1,2,4.81056504249289e-07,0.00293607760970631
1112,EWR,KEWR,RN,1,2,1.17534839493005e-07,0.00154470562013551
1113,EWR,KEWR,B,1,2,1.27661992581352e-07,0.00158923876799093
1114,EWR,KEWR,B_RN,1,2,2.86454296102856e-07,0.00222031767879811
1115,EWR,KEWR,B,1,2,3.81164682039525e-08,0.000829762644793817
1116,JFK,KJFK,B,1,2,1.67786926226141e-07,0.00201889710153155
1117,JFK,KJFK,B_N_Q,1,2,1.17589459589645e-06,0.0060808706372726
1118,JFK,KJFK,B_P_MB,1,2,7.6095703916302e-07,0.00424559895545177
1119,JFK,KJFK,E_EA,1,2,1.80642610041583e-07,0.00186345742175641
1120,JFK,KJFK,Q1,1,2,1.29094875036401e-07,0.00184194488777592
1121,JFK,KJFK,Q,1,2,3.45040052484452e-07,0.00275473163697455
1122,JFK,KJFK,Q,1,2,4.89542950765295e-07,0.00501264440795012
1123,JFK,KJFK,Q,1,2,1.86897304137786e-07,0.00217715506936889
1124,JFK,KJFK,Q,1,2,2.54293557158062e-07,0.00279148324236191
1125,JFK,KJFK,TT,1,2,8.54058249295797e-08,0.00150697496612579
1126,JFK,KJFK,B_TT,1,2,2.68897739489835e-07,0.00223628980912833
1127,JFK,KJFK,A,1,2,2.0844310825649e-07,0.00246075923811939
1128,JFK,KJFK,B_TA,1,2,2.78854416334165e-07,0.00227606948201152
1129,JFK,KJFK,TA,1,2,7.37672511876702e-08,0.00121197205269353
1130,JFK,KJFK,B,1,2,7.88039445139693e-08,0.00119457018921151
1131,JFK,KJFK,E,1,2,2.99076364890585e-07,0.00233928785987938
1132,JFK,KJFK,J_JA,1,2,3.66383075524335e-07,0.00241853853433805
1133,JFK,KJFK,K_K1,1,2,3.2193452170759e-07,0.00231794401248171
1134,JFK,KJFK,MB,1,2,8.83374270573001e-08,0.00128413845607896
1135,JFK,KJFK,B,1,2,1.7779143461627e-07,0.00195843198842355
1136,JFK,KJFK,M,1,2,1.13779312564287e-07,0.00168691820729052
1137,RIC,KRIC,A,1,2,7.9170918459992e-07,0.00478002820483896
1138,RIC,KRIC,E,1,2,5.90803210798185e-08,0.00119829444018257
1139,RIC,KRIC,U,1,2,3.75667013940983e-07,0.00311177640443613
1140,RIC,KRIC,E_U,1,2,5.62772584825066e-07,0.00292183958387442
1141,RIC,KRIC,A3_U,1,2,4.03239482693607e-07,0.0026107248565486
1142,EWR,KEWR,S_W,1,2,5.4011453049993e-07,0.00325603227302014
1143,EWR,KEWR,W,1,2,7.95766482042382e-07,0.00844963093713743
1144,EWR,KEWR,Y,1,2,1.11485934825703e-06,0.0108804668825993
1145,EWR,KEWR,W,1,2,9.4519627786508e-08,0.00136438468086134
1146,EWR,KEWR,W,1,2,1.05252719291918e-07,0.00149675148552896
1147,EWR,KEWR,Q,1,2,1.68921125181382e-07,0.00216482138907705
1148,EWR,KEWR,Q_W,1,2,2.38641925888808e-07,0.00195250047397653
1149,JFK,KJFK,T,1,2,1.21240586685835e-07,0.00177278528743721
1150,JFK,KJFK,B_T,1,2,3.55561328474648e-07,0.00266177135512672
1151,JFK,KJFK,P,1,2,3.86815630851927e-07,0.00360576097140665
1152,PBI,KPBI,G,1,2,3.32165654981509e-08,0.000928534730623848
1153,PBI,KPBI,G2,1,2,5.77215359953698e-08,0.0010249445489261
1154,PBI,KPBI,G,1,2,6.98980784363812e-08,0.00108416430871563
1155,PBI,KPBI,H,1,2,1.4450415619649e-07,0.00170129539614355
1156,TEB,KTEB,P,1,2,3.07835534840706e-07,0.00352838499534745
1157,JFK,KJFK,R,1,2,4.91058028859528e-07,0.00438796564558
1158,JFK,KJFK,R_SC,1,2,5.03741240645908e-07,0.00264053558817822
1159,JFK,KJFK,S,1,2,2.94382289212081e-07,0.0028085998540714
1160,JFK,KJFK,R,1,2,2.95272173385375e-07,0.00281172718851806
1161,EWR,KEWR,R,1,2,2.82509190402402e-07,0.0028264939247047
1162,EWR,KEWR,W,1,2,3.0573273851974e-07,0.00279831193049991
1163,EWR,KEWR,R_W,1,2,4.62234833334754e-07,0.00293888685919652
1164,JFK,KJFK,V,1,2,1.31211404670248e-07,0.00159502536970374
1165,JFK,KJFK,B_V,1,2,4.17295038746424e-07,0.00254896857719431
1166,JFK,KJFK,MC,1,2,3.53366817886641e-07,0.00337072328347872
1167,JFK,KJFK,N_P_MC,1,2,7.96404884741576e-07,0.00414985867366098
1168,JFK,KJFK,N,1,2,1.781887827919e-07,0.00236729277335261
1169,TEB,KTEB,V,1,2,2.27579711770121e-07,0.00253196376863099
1170,TEB,KTEB,Q,1,2,1.21222416042677e-07,0.00188298184520536
1171,TEB,KTEB,R,1,2,1.56359035549843e-07,0.00260172243848919
1172,TEB,KTEB,Q,1,2,1.64771201122474e-07,0.00188786459332842
1173,JFK,KJFK,S_SD,1,2,3.0333603717736e-07,0.00221005814559989
1174,JFK,KJFK,R_SD,1,2,4.99232026984157e-07,0.0027905994069342
1175,JFK,KJFK,S,1,2,1.43550323628006e-07,0.00169422009757005
1176,JFK,KJFK,R,1,2,1.51429950495663e-07,0.00173160569057917
1177,JFK,KJFK,R_S,1,2,3.83632898046105e-07,0.00284085897408158
1178,EWR,KEWR,Y_RM,1,2,2.17854556533448e-07,0.00205248020499153
1179,JFK,KJFK,U,1,2,1.55725998098933e-07,0.00199434850962749
1180,JFK,KJFK,B_U_V,1,2,6.51934794161733e-07,0.0033264977463077
1181,JFK,KJFK,N,1,2,1.19450987767777e-07,0.00154689765073068
1182,JFK,KJFK,Q,1,2,6.67319000058342e-08,0.00106740843334177
1183,JFK,KJFK,A_N,1,2,4.66022413436306e-07,0.00274098089744185
1184,JFK,KJFK,A,1,2,1.49379275171668e-07,0.00170197898127682
1185,JFK,KJFK,Q_Q2,1,2,3.53664102703197e-07,0.00283059094010541
1186,JFK,KJFK,Q4,1,2,1.41384327536319e-07,0.00181522896001014
1187,JFK,KJFK,MB,1,2,3.87971542192313e-07,0.00361150241280214
1188,JFK,KJFK,L,1,2,3.90754936786114e-07,0.00488815593854516
1189,TEB,KTEB,Q,1,2,3.36165181621939e-07,0.00407926061194467
1190,TEB,KTEB,Q,1,2,1.82623123469103e-07,0.00210290633160954
1191,TEB,KTEB,Q,1,2,1.1267777862492e-07,0.00172078984822102
1192,TEB,KTEB,C,1,2,1.49252366951624e-07,0.0023058727509749
1193,TEB,KTEB,C,1,2,1.88741500341074e-07,0.00245518211641982
1194,TEB,KTEB,Q_R,1,2,3.41296142517683e-07,0.00274786299486792
1195,EWR,KEWR,RG,1,2,6.21858943367082e-08,0.00115631885420044
1196,EWR,KEWR,A_RG,1,2,3.58026989782966e-07,0.00235150728056761
1197,EWR,KEWR,RG,1,2,5.79251394471764e-08,0.00099534962787612
1198,EWR,KEWR,U,1,2,1.92553075255286e-07,0.00242189409037204
1199,EWR,KEWR,W,1,2,2.47045136347879e-07,0.00285666434832514
1200,EWR,KEWR,RL,1,2,2.10836728881114e-07,0.00284298945178315
1201,EWR,KEWR,Y_RL,1,2,4.42456415020165e-07,0.00286347473907194
1202,EWR,KEWR,W,1,2,6.59214859336128e-08,0.00109163007203195
1203,JFK,KJFK,P,1,2,3.45029389221645e-07,0.00349378029285424
1204,JFK,KJFK,PB,1,2,1.55855482612648e-07,0.00206406857133619
1205,PBI,KPBI,G,1,2,8.00105226517189e-08,0.00119286025682119
1206,PBI,KPBI,G,1,2,1.06449306258583e-07,0.00145619580286289
1207,PBI,KPBI,G_G1,1,2,1.66916152011254e-07,0.00167871149362293
1208,PBI,KPBI,G_R,1,2,1.8285630072612e-07,0.00176617405022052
1209,TEB,KTEB,C_Q,1,2,2.91292555104627e-07,0.00232915449997372
1210,TEB,KTEB,Q,1,2,1.3774426275634e-07,0.00195740433102454
1211,EWR,KEWR,B_J_S_RG,1,2,8.29347920288e-07,0.00459003002426306
1212,EWR,KEWR,A,1,2,1.36852480101674e-07,0.00156325997162055
1213,EWR,KEWR,A_S,1,2,5.84368673183649e-07,0.00383136926057348
1214,EWR,KEWR,W_W3,1,2,3.24961505777238e-07,0.00269750446524583
1215,JFK,KJFK,E_YA,1,2,4.90813754952437e-07,0.00274206365718428
1216,JFK,KJFK,YA,1,2,1.54693951879723e-07,0.00173806111809288
1217,JFK,KJFK,E,1,2,4.30320596933598e-08,0.000847894874454974
1218,JFK,KJFK,E,1,2,9.2538588034128e-08,0.00131993148314997
1219,JFK,KJFK,B,1,2,4.28438154320351e-08,0.000945150768581458
1220,JFK,KJFK,B,1,2,2.43850521865208e-07,0.00242941170083082
1221,PBI,KPBI,R_R6,1,2,5.79102561459877e-08,0.00105771375260675
1222,PBI,KPBI,R,1,2,1.97407985212303e-07,0.00386121011963001
1223,JFK,KJFK,P_PB,1,2,3.45299319707594e-07,0.00274609391666527
1224,TEB,KTEB,G,1,2,3.82894995709648e-07,0.00364905387234547
1225,TEB,KTEB,L,1,2,2.11393524476855e-07,0.00258380909456598
1226,EWR,KEWR,R,1,2,8.58749638812245e-08,0.00134705645779703
1227,EWR,KEWR,Y,1,2,2.67513072031017e-07,0.00249457889673834
1228,EWR,KEWR,R_Y,1,2,4.2383897157737e-07,0.0027624018706469
1229,EWR,KEWR,Y,1,2,2.6313514521828e-07,0.00257778328478436
1230,EWR,KEWR,S_Y,1,2,5.41066118551342e-07,0.00312183373410427
1231,EWR,KEWR,S,1,2,7.8950498832997e-08,0.00127609415021514
1232,EWR,KEWR,M_S,1,2,3.18566327373038e-07,0.00223831340343064
1233,EWR,KEWR,S,1,2,1.24919127557702e-07,0.00186242974306802
1234,EWR,KEWR,S,1,2,4.62421073668673e-07,0.0041143977797776
1235,JFK,KJFK,Z,1,2,8.57065675430313e-07,0.00609175784402053
1236,JFK,KJFK,B_YA,1,2,3.82718772982591e-07,0.00278906730242647
1237,RIC,KRIC,A_A3,1,2,3.98503971155151e-07,0.00267278029884548
1238,JFK,KJFK,PE,1,2,2.5281490785567e-07,0.00267688889568158
1239,EWR,KEWR,W3,1,2,4.03325843615493e-07,0.00501302775044931
1240,TEB,KTEB,K,1,2,1.59394675429067e-07,0.00220278808332273
1241,TEB,KTEB,J,1,2,5.2185265126542e-08,0.000997202506055479
1242,TEB,KTEB,L,1,2,2.91441735159222e-07,0.00341840725510022
1243,EWR,KEWR,U_W,1,2,3.87436258070598e-07,0.00246998463337137
1244,EWR,KEWR,R,1,2,1.3220213425022e-07,0.00169271384254164
1245,EWR,KEWR,M,1,2,1.89488313552186e-07,0.00203316712754464
1246,EWR,KEWR,M,1,2,2.6392786449755e-07,0.00249833526929111
1247,JFK,KJFK,B,1,2,5.65098758928666e-07,0.00594951714811104
1248,JFK,KJFK,JA,1,2,2.57104382273693e-07,0.00271795465351248
1249,JFK,KJFK,Y,1,2,2.48555145073576e-07,0.00288475061614065
1250,JFK,KJFK,Z,1,2,2.16045402326795e-07,0.00231407269257525
1251,JFK,KJFK,PD,1,2,2.61236651427285e-07,0.00290892118557614
1252,JFK,KJFK,PC,1,2,3.50854610763757e-07,0.00377301620011718
1253,JFK,KJFK,PF,1,2,1.19392190282668e-07,0.00160355274581329
1254,JFK,KJFK,PE,1,2,1.20494562645332e-07,0.00171488948445071
1255,JFK,KJFK,PF,1,2,1.7975372354484e-07,0.00181548420246907
1256,EWR,KEWR,W,1,2,4.44176321803347e-07,0.0048409881583288
1257,EWR,KEWR,U,1,2,1.20371023459506e-07,0.00169480178943958
1258,EWR,KEWR,Y,1,2,3.46763499692315e-07,0.00377753718499259
